"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"270","Nathan MacKinnon","COL","C","7","166.75","5","8","6","2","13","72.22","43","11.63","3.54","75","57","44","11","1","4","0","0","0","0","0","2","10","7","3","8","2","52","60","46.43"
"418","Matthew Tkachuk","FLA","L","7","135.05","5","8","4","4","13","76.47","28","17.86","3.95","43","37","29","19","0","8","8","4","4","0","0","3","5","1","5","4","4","0","1","0.00"
"609","Jack Hughes","N.J","C","7","144.65","8","5","2","3","13","81.25","40","20.00","5.19","66","51","46","21","7","6","2","1","1","0","0","4","5","8","4","13","1","7","18","28.00"
"315","David Pastrnak","BOS","R","7","132.1","10","2","1","1","12","66.67","34","29.41","3.04","56","44","35","10","5","2","6","3","3","0","0","2","10","3","11","6","3","0","0","-"
"299","Leon Draisaitl","EDM","C","7","150.26666666667","5","6","4","2","11","91.67","23","21.74","3.61","38","32","22","13","0","5","4","2","2","0","0","2","6","6","12","28","3","73","56","56.59"
"356","Connor McDavid","EDM","C","7","150.91666666667","5","6","6","0","11","78.57","38","13.16","4.87","53","43","39","21","2","5","2","1","1","0","0","3","1","6","9","11","1","43","36","54.43"
"358","Vince Dunn","SEA","D","8","188.76666666667","4","7","5","2","11","50.00","18","22.22","1.51","28","22","7","0","0","4","0","0","0","0","0","1","6","2","16","14","4","0","0","-"
"372","Travis Konecny","PHI","R","7","127.51666666667","6","5","2","3","11","84.62","21","28.57","3.36","34","28","22","10","0","4","6","3","3","0","0","5","1","7","5","6","4","4","4","50.00"
"647","Matty Beniers","SEA","C","8","134.58333333333","6","5","3","2","11","78.57","20","30.00","3.22","31","26","19","12","1","3","0","0","0","0","0","1","5","3","9","14","7","36","50","41.86"
"26","Brad Marchand","BOS","L","7","133.81666666667","4","6","5","1","10","71.43","15","26.67","2.15","31","22","18","11","1","2","6","3","3","0","0","3","6","4","9","12","4","0","5","0.00"
"85","John Tavares","TOR","C","7","132.08333333333","5","5","3","2","10","76.92","31","16.13","4.77","48","44","39","21","0","2","6","3","3","0","0","0","3","2","11","10","2","66","48","57.89"
"305","Kevin Fiala","L.A","L","6","104.73333333333","6","4","4","0","10","83.33","27","22.22","3.6","41","32","32","16","5","3","4","2","2","0","0","2","4","0","9","12","0","0","1","0.00"
"352","Kyle Connor","WPG","L","7","141.9","5","5","5","0","10","62.50","16","31.25","2.02","33","24","22","11","0","1","4","2","2","0","0","1","8","3","2","5","1","0","4","0.00"
"389","Mitchell Marner","TOR","R","7","146.1","2","8","4","4","10","71.43","12","16.67","1.04","31","19","12","1","2","2","2","1","1","0","0","2","5","10","5","12","1","0","0","-"
"558","Rasmus Dahlin","BUF","D","7","186.28333333333","3","7","3","4","10","62.50","11","27.27","0.64","27","15","11","1","1","4","2","1","1","0","0","4","9","2","10","10","9","0","0","-"
"173","Nikita Kucherov","T.B","R","7","130.78333333333","4","5","2","3","9","69.23","21","19.05","2.56","44","32","25","10","8","6","0","0","0","0","0","2","3","2","5","6","2","0","0","-"
"249","Pavel Buchnevich","STL","L","8","163.75","3","6","5","1","9","90.00","10","30.00","1.68","23","16","19","7","0","2","0","0","0","0","0","1","2","6","8","7","3","0","3","0.00"
"303","Nikolaj Ehlers","WPG","L","6","97.166666666667","3","6","4","2","9","90.00","17","17.65","1.53","35","28","17","5","0","3","2","1","1","0","0","1","3","7","9","7","2","0","1","0.00"
"450","Pierre-Luc Dubois","WPG","L","7","128.15","3","6","1","5","9","56.25","26","11.54","4.17","44","38","31","22","0","9","8","4","4","0","0","3","4","7","8","13","4","57","49","53.77"
"462","Brandon Hagel","T.B","L","7","132.98333333333","3","6","4","2","9","64.29","17","17.65","2.32","24","19","18","10","2","2","6","3","3","0","0","8","2","7","3","19","6","1","6","14.29"
