"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","70","3388.6333","19","37","14","18","52","0.371","3205","3260","49.57","2334","2394","49.37","1654","1707","49.21","143","180","44.27","162.47","147.86","52.35","1814","1685","51.84","1027","955","51.82","121","163","42.61","11.78","82.93","812","654","55.39","536","446","54.58","78","87","47.27","14.55","80.49","1002","1031","49.29","491","509","49.10","43","76","36.13","8.76","85.07","1165","1342","46.47","560","665","45.71","22","17","56.41","3.93","97.44","8.65","89.46","0.981"
"2","Nashville Predators","67","3178.2833","34","25","8","30","76","0.567","3039","3206","48.66","2215","2371","48.30","1553","1684","47.98","124","120","50.82","144.03","149.84","49.01","1558","1654","48.51","853","947","47.39","102","106","49.04","11.96","88.81","642","662","49.23","433","463","48.33","72","66","52.17","16.63","85.75","916","992","48.01","420","484","46.46","30","40","42.86","7.14","91.74","1265","1314","49.05","632","647","49.41","22","14","61.11","3.48","97.84","7.98","92.87","1.009"
"3","Tampa Bay Lightning","70","3343.3167","42","22","6","39","90","0.643","3259","3033","51.80","2444","2272","51.82","1715","1670","50.66","151","133","53.17","160.97","144.48","52.70","1838","1568","53.96","1030","915","52.96","130","112","53.72","12.62","87.76","812","645","55.73","535","472","53.13","95","66","59.01","17.76","86.02","1026","923","52.64","495","443","52.77","35","46","43.21","7.07","89.62","1246","1266","49.60","625","684","47.75","20","21","48.78","3.20","96.93","8.80","92.04","1.008"
"4","New York Rangers","69","3360.5667","40","19","10","36","90","0.652","3109","3065","50.36","2295","2238","50.63","1649","1610","50.60","147","131","52.88","141.65","145.59","49.31","1571","1606","49.45","851","900","48.60","121","104","53.78","14.22","88.44","647","685","48.57","435","473","47.91","80","68","54.05","18.39","85.62","924","921","50.08","416","427","49.35","41","36","53.25","9.86","91.57","1308","1205","52.05","727","630","53.57","26","27","49.06","3.58","95.71","8.91","91.86","1.008"
"5","Vegas Golden Knights","69","3463.0667","42","21","6","38","90","0.652","3253","3457","48.48","2368","2430","49.35","1726","1712","50.20","151","139","52.07","150.61","144.14","51.10","1605","1673","48.96","949","893","51.52","134","116","53.60","14.12","87.01","704","618","53.25","503","428","54.03","84","70","54.55","16.70","83.64","901","1055","46.06","446","465","48.96","50","46","52.08","11.21","90.11","1329","1509","46.83","672","734","47.80","17","22","43.59","2.53","97.00","8.75","91.88","1.006"
"6","Los Angeles Kings","70","3343.4333","40","20","10","34","90","0.643","3308","3012","52.34","2477","2124","53.84","1783","1468","54.84","148","141","51.21","153.49","134.34","53.33","1732","1542","52.90","1004","816","55.16","131","116","53.04","13.05","85.78","736","622","54.20","517","407","55.95","79","76","50.97","15.28","81.33","996","920","51.98","487","409","54.35","52","40","56.52","10.68","90.22","1354","1211","52.79","716","567","55.81","17","25","40.48","2.37","95.59","8.30","90.40","0.987"
"7","Boston Bruins","68","3211.9833","52","11","5","50","109","0.801","3051","2918","51.11","2306","2132","51.96","1704","1543","52.48","167","95","63.74","147.83","128.1","53.58","1671","1477","53.08","993","810","55.07","141","80","63.80","14.20","90.12","686","591","53.72","501","420","54.40","89","49","64.49","17.76","88.33","985","886","52.65","492","390","55.78","52","31","62.65","10.57","92.05","1222","1221","50.02","640","629","50.43","26","15","63.41","4.06","97.62","9.80","93.84","1.036"
"8","Washington Capitals","70","3390.25","33","30","7","31","73","0.521","3318","3219","50.76","2413","2377","50.38","1731","1668","50.93","147","150","49.49","152.6","149.35","50.54","1634","1618","50.25","938","920","50.48","133","124","51.75","14.18","86.52","685","667","50.67","481","451","51.61","84","80","51.22","17.46","82.26","949","951","49.95","457","469","49.35","49","44","52.69","10.72","90.62","1377","1338","50.72","677","662","50.56","14","26","35.00","2.07","96.07","8.49","91.01","0.995"
"9","Columbus Blue Jackets","68","3332.9833","21","40","7","20","49","0.360","3008","3599","45.53","2201","2645","45.42","1561","1902","45.08","120","178","40.27","132.35","161.11","45.10","1440","1762","44.97","837","993","45.74","98","147","40.00","11.71","85.20","556","720","43.57","383","492","43.77","54","92","36.99","14.10","81.30","884","1042","45.90","454","501","47.54","44","55","44.44","9.69","89.02","1293","1564","45.26","643","827","43.74","22","31","41.51","3.42","96.25","7.69","90.64","0.983"
"10","Carolina Hurricanes","68","3256.9333","45","15","8","41","98","0.721","3666","2403","60.41","2742","1842","59.82","1846","1330","58.12","147","113","56.54","172.89","114.77","60.10","1797","1181","60.34","997","721","58.03","127","98","56.44","12.74","86.41","804","561","58.90","547","392","58.25","87","62","58.39","15.90","84.18","993","620","61.56","450","329","57.77","40","36","52.63","8.89","89.06","1572","961","62.06","789","500","61.21","20","15","57.14","2.53","97.00","7.96","91.50","0.995"
