"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"362","Connor McDavid","EDM","C","20","86.216666666667","7","10","7","3","17","85.00","30","23.33","4.56","40","34","30","13","1","0","2","1","1","0","0","0","12","2","3","4","1","4","2","66.67"
"309","Leon Draisaitl","EDM","C","20","86.583333333333","7","8","6","2","15","71.43","30","23.33","3.76","44","37","25","9","0","5","2","1","1","0","0","0","3","2","0","7","0","57","38","60.00"
"325","David Pastrnak","BOS","R","20","88.166666666667","5","9","5","4","14","77.78","37","13.51","3.56","66","50","25","5","0","6","2","1","1","0","0","1","8","1","1","4","0","1","0","100.00"
"369","Mikko Rantanen","COL","R","18","76.316666666667","3","11","10","1","14","73.68","12","25.00","2.17","22","21","9","3","1","4","0","0","0","0","0","1","3","0","0","6","0","10","19","34.48"
"87","John Tavares","TOR","C","21","73.166666666667","7","6","3","3","13","81.25","23","30.43","4.79","33","30","30","23","0","6","0","0","0","0","0","0","2","0","0","4","0","47","29","61.84"
"178","Nikita Kucherov","T.B","R","19","92.433333333333","4","9","4","5","13","92.86","23","17.39","2.61","43","34","24","4","3","2","2","1","1","0","0","1","11","2","3","2","1","0","0","-"
"524","Cale Makar","COL","D","18","75.55","4","9","5","4","13","68.42","10","40.00","1.39","27","18","12","0","0","2","4","2","2","0","0","0","1","0","2","1","2","0","0","-"
"183","Mika Zibanejad","NYR","C","21","93.333333333333","7","5","4","1","12","75.00","40","17.50","4.95","62","51","29","7","0","4","0","0","0","0","0","1","4","0","0","2","0","3","7","30.00"
"405","Artemi Panarin","NYR","L","21","93.616666666667","1","11","7","4","12","80.00","13","7.69","1.57","33","21","13","1","0","4","4","2","2","0","0","1","5","0","2","1","0","0","0","-"
"577","Rasmus Dahlin","BUF","D","19","90.816666666667","4","8","5","3","12","70.59","18","22.22","1.28","27","21","8","0","0","0","2","1","1","0","0","0","1","0","1","1","1","0","0","-"
"61","Steven Stamkos","T.B","C","19","89.65","6","5","5","0","11","73.33","30","20.00","3.59","57","41","33","6","7","3","4","2","2","0","0","0","4","0","0","5","0","26","22","54.17"
"188","J.T. Miller","VAN","C","20","82.95","5","6","6","0","11","68.75","20","25.00","1.78","40","30","15","3","0","2","4","2","2","0","0","0","3","0","2","1","0","0","2","0.00"
"276","Artturi Lehkonen","COL","L","18","76.5","3","8","0","8","11","55.00","12","25.00","1.89","21","17","16","10","0","4","0","0","0","0","0","1","0","0","4","1","0","0","0","-"
"413","Kirill Kaprizov","MIN","L","19","77.383333333333","6","5","4","1","11","78.57","33","18.18","5.14","52","41","35","15","1","7","0","0","0","0","0","2","1","0","0","3","1","0","0","-"
"427","Auston Matthews","TOR","C","21","79","6","5","3","2","11","64.71","29","20.69","4.2","49","41","31","12","0","4","2","1","1","0","0","0","4","2","3","3","0","4","3","57.14"
"10","Alex Ovechkin","WSH","L","21","122.46666666667","5","5","3","2","10","71.43","32","15.63","3.4","77","48","26","3","0","4","2","1","1","0","0","0","2","5","3","3","0","0","0","-"
"26","Brad Marchand","BOS","L","12","48.683333333333","4","6","4","2","10","71.43","11","36.36","1.24","19","14","11","2","0","2","4","2","2","0","0","1","3","1","0","0","0","4","1","80.00"
"39","Jamie Benn","DAL","L","20","41.766666666667","3","7","5","2","10","76.92","12","25.00","1.76","15","13","12","6","0","0","2","1","1","0","0","0","4","0","1","1","0","21","23","47.73"
"118","Mats Zuccarello","MIN","R","19","78.25","4","6","3","3","10","71.43","18","22.22","1.39","33","25","12","1","0","4","0","0","0","0","0","1","2","1","1","2","1","0","0","-"
"179","Ryan Nugent-Hopkins","EDM","C","20","85.7","1","9","3","6","10","50.00","13","7.69","2.46","23","20","18","8","0","2","0","0","0","0","0","0","0","0","2","1","1","0","1","0.00"
"249","Dominik Kubalik","DET","L","19","72.95","4","6","5","1","10","76.92","19","21.05","2.48","40","27","22","3","0","1","0","0","0","0","0","0","1","1","0","1","1","4","5","44.44"
"380","Mathew Barzal","NYI","C","21","75.65","1","9","4","5","10","83.33","13","7.69","1.52","25","17","17","1","0","5","2","1","1","0","0","0","10","1","1","0","0","3","3","50.00"
