"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Thomas Greiss","STL","1","59.733333333333","35","35","0","1.000","0.00","3.42","2.84","6","6","0","1.000","0.00","1.09","7","7","0","1.000","0.00","0.77","18","18","0","1.000","0.00","0.71","2","6","43.09","-"
"38","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.68","0.67","2","2","0","1.000","0.00","0.36","2","2","0","1.000","0.00","0.22","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"54","Filip Gustavsson","MIN","3","174.31666666667","90","86","4","0.956","1.38","4.79","7.51","15","12","3","0.800","1.03","-0.27","24","23","1","0.958","0.34","1.63","47","47","0","1.000","0.00","1.85","8","11","40.43","13.50"
"30","Linus Ullmark","BOS","3","179.15","88","84","4","0.955","1.34","4.60","8.78","27","24","3","0.889","1.00","1.92","19","19","0","1.000","0.00","2.08","36","35","1","0.972","0.33","0.42","15","23","34.42","23.75"
"32","Juuse Saros","NSH","5","299.3","192","182","10","0.948","2.00","8.76","19.96","63","56","7","0.889","1.40","4.48","49","46","3","0.939","0.60","2.37","71","71","0","1.000","0.00","2.80","12","34","32.64","16.00"
"12","Dustin Tokarski","PIT","1","52.183333333333","19","18","1","0.947","1.15","0.86","2.26","7","6","1","0.857","1.15","0.28","3","3","0","1.000","0.00","0.33","9","9","0","1.000","0.00","0.35","3","4","33.68","15.00"
"65","Samuel Ersson","PHI","4","240.03333333333","114","108","6","0.947","1.50","5.14","11.93","31","31","0","1.000","0.00","5.65","36","32","4","0.889","1.00","-0.05","38","36","2","0.947","0.50","-0.50","13","15","35.09","25.83"
"57","Jake Oettinger","DAL","6","362.9","174","164","10","0.943","1.65","7.00","19.01","57","52","5","0.912","0.83","5.38","42","38","4","0.905","0.66","0.61","65","64","1","0.985","0.17","1.56","21","31","34.90","15.60"
"14","Darcy Kuemper","WSH","5","304.16666666667","171","160","11","0.936","2.17","5.71","15.3","48","41","7","0.854","1.38","1.74","51","49","2","0.961","0.39","3.59","61","59","2","0.967","0.39","0.40","9","23","35.81","23.09"
"27","Joonas Korpisalo","CBJ","4","261.96666666667","139","130","9","0.935","2.06","4.58","13.34","36","33","3","0.917","0.69","3.56","39","33","6","0.846","1.37","-1.72","60","60","0","1.000","0.00","2.36","5","20","36.24","27.00"
"50","Connor Ingram","ARI","2","119.35","62","58","4","0.935","2.01","2.06","5.41","15","14","1","0.933","0.50","1.73","19","17","2","0.895","1.01","0.08","26","25","1","0.962","0.50","0.02","3","7","35.39","29.75"
