"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"58","Stuart Skinner","EDM","4","226.75","134","128","6","0.955","1.59","6.80","13.22","32","28","4","0.875","1.06","1.88","42","40","2","0.952","0.53","2.29","51","51","0","1.000","0.00","2.02","8","16","36.25","21.00"
"59","Jake Oettinger","DAL","7","385.25","186","177","9","0.952","1.40","8.77","17.27","44","41","3","0.932","0.47","5.09","44","42","2","0.955","0.31","2.49","92","88","4","0.957","0.62","-0.36","8","19","35.37","26.56"
"1","Craig Anderson","BUF","3","180.48333333333","92","87","5","0.946","1.66","3.79","8.65","27","24","3","0.889","1.00","1.96","25","23","2","0.920","0.66","0.55","34","34","0","1.000","0.00","1.34","3","14","35.38","13.60"
"55","Carter Hart","PHI","7","428.21666666667","262","247","15","0.943","2.10","10.02","26.85","79","77","2","0.975","0.28","12.52","80","72","8","0.900","1.12","0.16","92","87","5","0.946","0.70","-1.36","23","55","33.98","27.53"
"48","Adin Hill","VGK","4","244.43333333333","116","109","7","0.940","1.72","4.08","8.61","23","18","5","0.783","1.23","-0.77","37","35","2","0.946","0.49","1.78","48","48","0","1.000","0.00","1.90","10","12","39.51","17.29"
"62","Logan Thompson","VGK","7","416.78333333333","195","183","12","0.938","1.73","6.62","17.34","51","42","9","0.824","1.30","0.37","50","48","2","0.960","0.29","3.10","80","79","1","0.988","0.14","2.16","14","31","39.01","19.83"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.96","2.94","12","10","2","0.833","2.00","0.21","6","6","0","1.000","0.00","0.61","13","13","0","1.000","0.00","0.51","3","5","28.45","12.50"
"39","Ilya Sorokin","NYI","7","412.58333333333","217","203","14","0.935","2.04","6.73","24.27","73","64","9","0.877","1.31","4.42","64","60","4","0.938","0.58","2.53","74","73","1","0.986","0.15","1.93","20","48","32.28","19.93"
"28","Linus Ullmark","BOS","8","437.41666666667","235","219","16","0.932","2.19","6.45","20.33","55","45","10","0.818","1.37","0.11","68","64","4","0.941","0.55","2.94","87","85","2","0.977","0.27","1.44","9","34","39.78","19.88"
"27","Connor Hellebuyck","WPG","7","424","247","230","17","0.931","2.41","6.59","25.67","74","64","10","0.865","1.42","3.60","74","71","3","0.959","0.42","4.55","93","89","4","0.957","0.57","-0.32","11","47","33.20","20.53"
"46","Sam Montembeault","MTL","3","181.1","102","95","7","0.931","2.32","2.74","10.31","31","26","5","0.839","1.66","0.70","30","30","0","1.000","0.00","3.06","38","36","2","0.947","0.66","-0.50","5","20","31.58","18.71"
"34","Spencer Martin","VAN","2","123.35","68","63","5","0.926","2.43","1.49","6.29","16","13","3","0.813","1.46","-0.06","16","15","1","0.938","0.49","0.63","34","33","1","0.971","0.49","0.34","1","8","34.62","9.40"
"40","Ville Husso","DET","5","299.76666666667","162","150","12","0.926","2.40","3.47","14.65","38","34","4","0.895","0.80","2.98","41","34","7","0.829","1.40","-2.82","70","69","1","0.986","0.20","1.77","14","24","37.06","19.67"
"13","Darcy Kuemper","WSH","8","477.21666666667","245","226","19","0.922","2.39","4.40","23.08","65","53","12","0.815","1.51","-0.06","52","46","6","0.885","0.75","-0.69","114","113","1","0.991","0.13","3.51","16","34","35.97","16.74"
"42","Igor Shesterkin","NYR","8","487.16666666667","227","209","18","0.921","2.22","3.68","21.94","67","58","9","0.866","1.11","3.31","67","59","8","0.881","0.99","-1.16","81","80","1","0.988","0.12","2.20","17","33","34.63","19.00"
"47","Ilya Samsonov","TOR","7","417.08333333333","200","184","16","0.920","2.30","3.10","20.16","61","54","7","0.885","1.01","4.21","55","47","8","0.855","1.15","-2.39","77","76","1","0.987","0.14","2.04","15","37","34.16","19.94"
"67","Arvid Soderblom","CHI","2","115.5","75","69","6","0.920","3.12","1.16","7.2","25","21","4","0.840","2.08","0.59","18","17","1","0.944","0.52","0.84","26","25","1","0.962","0.52","0.03","2","20","37.37","17.50"
"54","Charlie Lindgren","WSH","3","178.1","111","102","9","0.919","3.03","1.60","11.08","31","24","7","0.774","2.36","-1.30","34","32","2","0.941","0.67","1.47","41","41","0","1.000","0.00","1.62","11","11","32.73","14.89"
"65","Kevin Lankinen","NSH","2","117.98333333333","74","68","6","0.919","3.05","1.07","7.72","19","17","2","0.895","1.02","1.49","23","21","2","0.913","1.02","0.35","28","26","2","0.929","1.02","-0.89","7","17","35.20","25.50"
"63","Alexandar Georgiev","COL","6","362.78333333333","208","191","17","0.918","2.81","2.87","19.92","61","53","8","0.869","1.32","3.21","51","46","5","0.902","0.83","0.20","85","81","4","0.953","0.66","-0.64","10","36","34.70","20.53"
"5","Thomas Greiss","STL","3","146.5","94","86","8","0.915","3.28","0.98","8.6","22","16","6","0.727","2.46","-1.96","31","31","0","1.000","0.00","3.16","35","33","2","0.943","0.82","-0.62","5","12","37.05","14.75"
"7","Alex Stalock","CHI","7","328.2","187","171","16","0.914","2.93","1.86","17.23","45","36","9","0.800","1.65","-0.73","55","48","7","0.873","1.28","-1.39","73","73","0","1.000","0.00","2.89","17","27","36.70","18.88"
"8","James Reimer","S.J","7","411.93333333333","221","202","19","0.914","2.77","2.11","21.88","66","58","8","0.879","1.17","4.13","62","53","9","0.855","1.31","-2.67","81","79","2","0.975","0.29","1.20","14","44","34.42","20.32"
"29","Antti Raanta","CAR","3","188.31666666667","80","73","7","0.913","2.23","0.64","7.11","22","19","3","0.864","0.96","1.04","20","17","3","0.850","0.96","-0.96","29","28","1","0.966","0.32","0.15","5","10","39.86","19.43"
"20","Anton Forsberg","OTT","8","472.06666666667","276","251","25","0.909","3.18","1.36","25.9","66","53","13","0.803","1.65","-0.87","75","70","5","0.933","0.64","2.65","114","107","7","0.939","0.89","-2.49","19","45","36.51","22.64"
"11","Jake Allen","MTL","7","417","217","197","20","0.908","2.88","0.73","23.14","76","60","16","0.789","2.30","-2.03","59","57","2","0.966","0.29","4.02","73","71","2","0.973","0.29","0.89","17","34","32.70","14.95"
"9","Semyon Varlamov","NYI","3","178.48333333333","97","88","9","0.907","3.03","0.26","8.92","34","28","6","0.824","2.02","0.25","25","23","2","0.920","0.67","0.55","32","31","1","0.969","0.34","0.27","8","13","36.12","18.00"
"32","Tristan Jarry","PIT","7","421.01666666667","251","227","24","0.904","3.42","-0.03","21.58","70","52","18","0.743","2.57","-5.14","73","70","3","0.959","0.43","4.45","99","96","3","0.970","0.43","0.91","18","30","34.04","18.63"
"53","Casey DeSmith","PIT","4","240.15","135","122","13","0.904","3.25","-0.11","11.81","30","23","7","0.767","1.75","-1.49","46","45","1","0.978","0.25","3.69","49","44","5","0.898","1.25","-3.06","9","16","36.54","22.62"
"10","Jacob Markstrom","CGY","6","323.16666666667","144","130","14","0.903","2.60","-0.25","15.32","43","34","9","0.791","1.67","-1.10","53","49","4","0.925","0.74","1.41","36","35","1","0.972","0.19","0.42","12","28","35.36","17.43"
"37","Vitek Vanecek","N.J","5","260","93","84","9","0.903","2.08","-0.12","7.75","21","15","6","0.714","1.38","-2.14","19","18","1","0.947","0.23","0.94","42","40","2","0.952","0.46","-0.34","5","11","41.23","22.00"
"24","Andrei Vasilevskiy","T.B","7","415.51666666667","204","184","20","0.902","2.89","-0.52","21.05","58","47","11","0.810","1.59","-0.34","63","56","7","0.889","1.01","-0.57","75","73","2","0.973","0.29","0.97","14","36","32.75","20.20"
"49","Karel Vejmelka","ARI","6","359.43333333333","232","209","23","0.901","3.84","-0.84","23.93","83","63","20","0.759","3.34","-4.75","62","60","2","0.968","0.33","4.33","83","82","1","0.988","0.17","2.28","12","36","29.58","17.91"
"4","Brian Elliott","T.B","3","178.86666666667","100","90","10","0.900","3.35","-0.45","10.21","24","21","3","0.875","1.01","1.41","30","25","5","0.833","1.68","-1.94","44","42","2","0.955","0.67","-0.26","7","15","31.56","19.00"
"51","Joey Daccord","SEA","1","60","40","36","4","0.900","4.00","-0.18","3","11","10","1","0.909","1.00","1.02","13","11","2","0.846","2.00","-0.67","15","14","1","0.933","1.00","-0.41","1","5","35.68","22.00"
"66","Spencer Knight","FLA","4","237.21666666667","99","89","10","0.899","2.53","-0.54","8.35","21","17","4","0.810","1.01","-0.14","29","25","4","0.862","1.01","-1.04","38","36","2","0.947","0.51","-0.50","5","8","39.85","23.80"
"31","Juuse Saros","NSH","8","472.88333333333","246","221","25","0.898","3.17","-1.50","25.12","71","58","13","0.817","1.65","0.05","89","78","11","0.876","1.40","-1.92","78","77","1","0.987","0.13","2.08","10","29","30.72","18.00"
"33","Eric Comrie","BUF","7","418.95","225","202","23","0.898","3.29","-1.51","20.98","67","55","12","0.821","1.72","0.31","65","57","8","0.877","1.15","-1.37","80","77","3","0.963","0.43","0.16","9","32","36.68","22.65"
