"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"364","Connor McDavid","EDM","C","8","187.98333333333","7","10","4","6","17","85.00","32","21.88","3.91","51","45","36","13","1","6","0","0","0","0","0","3","10","13","3","12","7","38","55","40.86"
"471","Tage Thompson","BUF","C","7","137.25","10","6","3","3","16","80.00","34","29.41","3.24","51","42","28","9","1","3","2","1","1","0","0","3","2","5","4","8","3","28","52","35.00"
"462","Jordan Kyrou","STL","C","8","145.76666666667","7","6","3","3","13","86.67","31","22.58","2.64","55","41","34","10","3","2","2","1","1","0","0","4","6","4","1","10","2","1","2","33.33"
"467","Pierre-Luc Dubois","WPG","L","8","144.78333333333","4","9","6","3","13","76.47","13","30.77","2.06","27","20","20","10","0","1","4","2","2","0","0","4","5","5","4","11","7","63","56","52.94"
"118","Mats Zuccarello","MIN","R","7","135.75","6","6","4","2","12","100.00","22","27.27","2.97","35","27","22","10","1","3","4","2","2","0","0","3","2","4","5","7","5","1","2","33.33"
"175","Ryan Nugent-Hopkins","EDM","C","8","163.65","6","6","4","2","12","63.16","22","27.27","3.67","33","27","22","9","2","3","2","1","1","0","0","0","5","4","2","5","1","59","51","53.64"
"310","Leon Draisaitl","EDM","C","8","181.26666666667","4","8","7","1","12","60.00","22","18.18","3.36","43","38","28","11","1","4","2","1","1","0","0","3","11","1","4","13","3","55","55","50.00"
"360","Kyle Connor","WPG","L","8","162.48333333333","5","7","5","2","12","66.67","30","16.67","2.76","51","39","34","9","1","7","0","0","0","0","0","0","1","3","3","7","4","0","0","-"
"407","Artemi Panarin","NYR","L","7","130.2","2","10","7","3","12","85.71","19","10.53","1.28","32","24","12","4","2","2","0","0","0","0","0","0","7","2","4","1","3","0","0","-"
"10","Alex Ovechkin","WSH","L","8","162.16666666667","7","4","3","1","11","73.33","40","17.50","6.85","69","51","33","17","1","8","0","0","0","0","0","3","6","3","21","2","3","1","0","100.00"
"101","Tyson Barrie","EDM","D","8","173.06666666667","0","11","4","7","11","68.75","20","0.00","1.01","34","23","7","2","2","1","6","3","3","0","0","2","5","3","3","15","7","0","0","-"
"139","Taylor Hall","BOS","L","8","127.71666666667","5","6","3","3","11","78.57","32","15.63","4.28","48","41","35","19","7","6","2","1","1","0","0","1","4","4","1","13","3","1","1","50.00"
"174","Nikita Kucherov","T.B","R","6","111.11666666667","1","10","4","6","11","73.33","20","5.00","1.52","35","24","18","7","3","3","0","0","0","0","0","0","13","5","3","6","2","0","0","-"
"319","Alex Tuch","BUF","R","7","131.46666666667","3","8","6","2","11","61.11","26","11.54","3.46","38","32","18","8","3","3","0","0","0","0","0","2","6","5","6","2","5","0","1","0.00"
"441","Alex DeBrincat","OTT","R","7","137.43333333333","3","8","7","1","11","73.33","26","11.54","2.27","51","36","30","6","0","6","2","1","1","0","0","2","2","1","7","4","3","3","0","100.00"
"160","Vincent Trocheck","NYR","C","7","131.15","3","7","3","4","10","90.91","13","23.08","1.57","23","19","16","8","0","0","6","3","3","0","0","2","6","5","15","6","1","57","43","57.00"
"286","Elias Lindholm","CGY","C","7","136.05","3","7","3","4","10","90.91","16","18.75","1.61","31","24","13","4","0","5","2","1","1","0","0","4","3","5","7","5","2","86","55","60.99"
"293","Josh Morrissey","WPG","D","8","192.1","0","10","6","4","10","62.50","8","0.00","0.79","28","17","7","2","0","2","2","1","1","0","0","1","9","2","7","5","10","0","0","-"
"417","Kirill Kaprizov","MIN","L","7","137.58333333333","3","7","6","1","10","76.92","26","11.54","3.7","54","37","33","12","2","3","2","1","1","0","0","5","3","5","3","7","7","0","0","-"
"548","Drake Batherson","OTT","R","7","140.48333333333","5","5","2","3","10","66.67","25","20.00","4.63","41","34","31","20","3","4","6","3","3","0","0","3","4","3","10","9","3","0","1","0.00"
"136","Jeff Skinner","BUF","L","4","67.066666666667","4","5","4","1","9","64.29","12","33.33","2.19","22","15","17","9","0","3","7","2","1","1","0","1","2","1","2","5","1","8","6","57.14"
"179","Mika Zibanejad","NYR","C","7","133.98333333333","2","7","4","3","9","64.29","17","11.76","1.99","29","25","11","5","2","1","0","0","0","0","0","1","6","5","8","10","1","58","66","46.77"
"218","Chandler Stephenson","VGK","C","8","160.08333333333","2","7","3","4","9","75.00","11","18.18","1.52","20","17","15","9","1","3","10","1","0","0","1","3","6","7","7","13","3","96","65","59.63"
"309","Sam Reinhart","FLA","C","8","157.2","5","4","2","2","9","81.82","27","18.52","4.92","44","37","35","18","3","6","2","1","1","0","0","1","5","5","6","12","3","5","17","22.73"
"324","David Pastrnak","BOS","R","8","159.9","5","4","4","0","9","75.00","40","12.50","4.31","78","53","32","12","3","7","2","1","1","0","0","1","13","8","6","15","5","0","0","-"
"431","Auston Matthews","TOR","C","6","117.73333333333","4","5","3","2","9","69.23","31","12.90","3.18","44","41","31","13","0","3","0","0","0","0","0","4","6","6","6","10","6","36","36","50.00"
"443","Patrik Laine","CBJ","L","8","157.7","5","4","2","2","9","81.82","31","16.13","2.88","64","48","31","8","0","7","2","1","1","0","0","1","7","2","3","5","1","3","7","30.00"
"444","Clayton Keller","ARI","R","8","174.05","5","4","4","0","9","81.82","23","21.74","1.74","35","29","19","6","0","1","2","1","1","0","0","4","6","4","2","4","2","1","4","20.00"
"446","Jakob Chychrun","ARI","D","8","174.71666666667","1","8","3","5","9","60.00","22","4.55","1.21","42","30","19","2","0","2","8","4","4","0","0","0","8","1","7","15","11","0","0","-"
"479","Brandon Hagel","T.B","L","6","107.18333333333","5","4","3","1","9","64.29","12","41.67","2.62","19","18","15","10","3","1","6","3","3","0","0","2","3","11","6","21","4","3","4","42.86"
"519","Robert Thomas","STL","C","8","150.85","4","5","3","2","9","60.00","13","30.77","2.33","18","17","16","10","1","1","2","1","1","0","0","1","7","11","0","10","2","64","61","51.20"
"11","Evgeni Malkin","PIT","C","6","104.11666666667","2","6","4","2","8","80.00","13","15.38","2.01","25","20","16","6","1","3","2","1","1","0","0","2","9","8","3","10","1","29","24","54.72"
"92","Nazem Kadri","CGY","C","8","152.21666666667","3","5","3","2","8","80.00","30","10.00","3.04","56","42","31","10","2","2","2","1","1","0","0","4","4","2","12","19","4","64","69","48.12"
"122","Evgeny Kuznetsov","WSH","C","8","157.61666666667","1","7","4","3","8","66.67","23","4.35","2.42","39","33","21","7","0","2","4","2","2","0","0","3","4","5","1","6","5","39","32","54.93"
"128","Brock Nelson","NYI","C","7","132.2","3","5","2","3","8","72.73","19","15.79","2.46","33","23","20","11","4","3","4","2","2","0","0","1","3","3","7","4","3","46","45","50.55"
"137","Zach Hyman","EDM","L","7","150.68333333333","5","3","2","1","8","40.00","34","14.71","5.75","46","41","46","30","0","5","0","0","0","0","0","2","1","1","9","11","0","1","0","100.00"
"180","Mark Scheifele","WPG","C","8","163.16666666667","6","2","2","0","8","57.14","20","30.00","3.02","34","30","23","14","0","3","10","1","0","0","1","2","2","6","1","8","6","52","59","46.85"
"181","Dougie Hamilton","N.J","D","6","139.56666666667","1","7","2","5","8","72.73","23","4.35","1.03","44","30","15","4","2","4","4","2","2","0","0","0","5","1","2","5","5","0","0","-"
"219","Shayne Gostisbehere","ARI","D","8","179.73333333333","4","4","1","3","8","57.14","17","23.53","0.98","33","24","10","1","0","1","2","1","1","0","0","1","7","3","6","6","6","0","0","-"
"313","William Nylander","TOR","R","6","112.23333333333","4","4","3","1","8","80.00","25","16.00","2.75","41","35","32","12","3","2","0","0","0","0","0","1","6","2","2","8","1","1","0","100.00"
"321","Nick Schmaltz","ARI","C","8","145.55","2","6","3","3","8","72.73","11","18.18","1.16","24","18","14","3","1","1","6","3","3","0","0","3","13","9","1","6","2","8","7","53.33"
"581","Rasmus Dahlin","BUF","D","7","188.43333333333","2","6","4","2","8","42.11","18","11.11","2.48","39","30","11","1","1","2","4","2","2","0","0","1","7","6","6","18","14","0","0","-"
"17","Sidney Crosby","PIT","C","6","120.93333333333","4","3","2","1","7","63.64","20","20.00","2.98","36","30","22","12","1","3","2","1","1","0","0","0","4","5","3","3","4","81","70","53.64"
"19","Anze Kopitar","L.A","C","7","143.03333333333","3","4","0","4","7","77.78","16","18.75","2.09","30","24","19","10","2","2","2","1","1","0","0","1","7","7","7","6","9","82","68","54.67"
"26","Brad Marchand","BOS","L","8","146.58333333333","2","5","2","3","7","58.33","14","14.29","1.89","30","21","21","8","2","1","14","7","7","0","0","6","8","3","15","8","1","3","4","42.86"
"61","Steven Stamkos","T.B","C","6","110.96666666667","3","4","2","2","7","77.78","20","15.00","2.39","35","27","23","10","2","7","2","1","1","0","0","1","8","4","5","6","10","32","28","53.33"
"67","Erik Karlsson","S.J","D","5","127.78333333333","1","6","3","3","7","70.00","10","10.00","0.55","25","14","10","0","2","2","0","0","0","0","0","2","12","4","2","5","3","0","0","-"
"88","Victor Hedman","T.B","D","6","133.98333333333","0","7","3","4","7","70.00","13","0.00","0.83","28","21","9","3","5","3","2","1","1","0","0","1","5","2","8","13","12","0","0","-"
"90","Brayden Schenn","STL","C","8","142.4","1","6","4","2","7","63.64","14","7.14","1.78","29","21","20","6","0","2","4","2","2","0","0","2","7","2","11","10","1","20","33","37.74"
"99","Reilly Smith","VGK","R","8","150.78333333333","5","2","2","0","7","77.78","22","22.73","2.93","35","32","18","12","2","1","0","0","0","0","0","1","5","2","5","10","2","0","0","-"
"133","Vladimir Tarasenko","STL","R","8","143.21666666667","3","4","2","2","7","77.78","16","18.75","1.84","35","22","20","7","0","0","2","1","1","0","0","4","4","4","11","13","3","0","1","0.00"
"157","Johnny Gaudreau","CBJ","L","8","160.8","2","5","3","2","7","87.50","17","11.76","1.87","35","25","20","6","0","0","2","1","1","0","0","3","6","0","1","3","0","0","0","-"
"193","Jonathan Marchessault","VGK","C","8","141.4","5","2","1","1","7","53.85","31","16.13","2.56","59","42","25","9","3","2","0","0","0","0","0","1","3","9","8","7","2","6","5","54.55"
"209","Tomas Hertl","S.J","C","5","101.61666666667","2","5","1","4","7","70.00","21","9.52","2.23","27","23","19","11","1","1","4","2","2","0","0","2","2","3","7","3","2","52","42","55.32"
"260","Jake Guentzel","PIT","L","6","122.2","3","4","4","0","7","70.00","21","14.29","3.1","39","33","30","15","1","5","6","3","3","0","0","6","5","4","3","8","2","0","1","0.00"
"298","Anthony Mantha","WSH","R","8","112.16666666667","2","5","5","0","7","70.00","21","9.52","1.69","29","25","19","7","0","4","6","3","3","0","0","2","2","4","9","9","2","0","0","-"
"335","Brayden Point","T.B","C","6","105.31666666667","6","1","1","0","7","50.00","25","24.00","2.72","34","28","32","19","5","5","0","0","0","0","0","1","6","4","1","9","0","31","41","43.06"
"371","Mikko Rantanen","COL","R","8","193.48333333333","7","0","0","0","7","58.33","35","20.00","3.21","61","51","30","10","1","3","6","3","3","0","0","3","2","5","18","18","5","42","48","46.67"
"387","Jack Roslovic","CBJ","C","8","141.73333333333","2","5","5","0","7","77.78","17","11.76","1.4","24","21","15","6","3","1","4","2","2","0","0","0","5","3","5","8","4","36","58","38.30"
"434","Adam Fox","NYR","D","7","165.18333333333","1","6","3","3","7","53.85","12","8.33","0.71","19","14","6","2","1","1","2","1","1","0","0","2","7","10","3","9","10","0","0","-"
"447","Dillon Dube","CGY","C","8","139.53333333333","2","5","4","1","7","70.00","15","13.33","1.65","26","21","18","7","1","2","2","1","1","0","0","2","4","5","11","16","2","4","8","33.33"
"570","Brady Tkachuk","OTT","L","7","133.55","1","6","4","2","7","53.85","27","3.70","5.2","47","38","35","24","3","8","4","2","2","0","0","1","4","1","15","13","1","17","27","38.64"
"574","K'Andre Miller","NYR","D","7","163.21666666667","2","5","3","2","7","58.33","9","22.22","0.39","16","13","5","2","1","1","2","1","1","0","0","0","4","10","21","8","11","0","0","-"
"622","Dylan Cozens","BUF","C","7","121.61666666667","2","5","2","3","7","58.33","14","14.29","1.77","24","17","13","5","2","2","4","2","2","0","0","3","1","2","3","9","2","59","60","49.58"
"630","Jack Hughes","N.J","C","6","131.61666666667","3","4","4","0","7","77.78","22","13.64","1.96","39","28","22","6","1","2","0","0","0","0","0","3","10","3","0","9","3","4","15","21.05"
"7","Patrice Bergeron","BOS","C","8","146.51666666667","3","3","2","1","6","42.86","28","10.71","3.23","48","33","35","17","2","2","0","0","0","0","0","3","2","3","8","7","5","113","75","60.11"
"34","Claude Giroux","OTT","R","7","130.78333333333","3","3","2","1","6","60.00","23","13.04","3.23","38","31","21","11","0","5","0","0","0","0","0","1","3","1","7","3","4","50","32","60.98"
"46","James van Riemsdyk","PHI","L","6","104.13333333333","3","3","2","1","6","75.00","17","17.65","1.5","26","21","16","9","4","4","2","1","1","0","0","1","0","1","1","8","1","0","2","0.00"
"69","John Carlson","WSH","D","8","193.61666666667","0","6","3","3","6","33.33","26","0.00","1.83","47","38","15","1","0","3","2","1","1","0","0","0","4","2","11","10","20","0","0","-"
"114","Nic Dowd","WSH","C","7","83.25","4","2","1","1","6","85.71","8","50.00","1.21","13","10","12","7","0","0","2","1","1","0","0","1","6","3","10","7","12","44","41","51.76"
