"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"18","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.93","2.92","9","8","1","0.889","1.00","0.53","9","9","0","1.000","0.00","1.02","11","11","0","1.000","0.00","0.47","0","5","37.65","8.00"
"2","Marc-Andre Fleury","MIN","3","175.9","83","80","3","0.964","1.02","4.84","7.96","22","22","0","1.000","0.00","3.73","25","23","2","0.920","0.68","0.83","34","33","1","0.971","0.34","0.45","12","10","31.31","26.33"
"61","Pavel Francouz","COL","2","121.83333333333","73","70","3","0.959","1.48","3.90","7.36","18","16","2","0.889","0.98","1.05","22","21","1","0.955","0.49","1.49","32","32","0","1.000","0.00","1.36","2","14","34.41","20.00"
"27","Linus Ullmark","BOS","5","299.06666666667","148","140","8","0.946","1.60","5.99","12.15","42","39","3","0.929","0.60","4.12","30","29","1","0.967","0.20","2.39","68","64","4","0.941","0.80","-1.11","9","19","36.68","31.00"
"58","Jeremy Swayman","BOS","1","60","18","17","1","0.944","1.00","0.70","1.01","3","2","1","0.667","1.00","-0.49","4","4","0","1.000","0.00","0.45","10","10","0","1.000","0.00","0.43","1","0","44.61","15.00"
"63","Akira Schmid","N.J","3","133.83333333333","51","48","3","0.941","1.34","1.82","4.7","9","7","2","0.778","0.90","-0.47","18","18","0","1.000","0.00","2.04","21","20","1","0.952","0.45","-0.11","1","6","36.06","11.33"
"57","Daniil Tarasov","CBJ","1","60","50","47","3","0.940","3.00","1.73","3.85","7","4","3","0.571","3.00","-1.81","20","20","0","1.000","0.00","2.26","20","20","0","1.000","0.00","0.85","3","5","40.28","6.00"
"60","Alexandar Georgiev","COL","4","243.55","130","122","8","0.938","1.97","4.29","9.61","32","28","4","0.875","0.99","1.42","28","27","1","0.964","0.25","2.17","59","56","3","0.949","0.74","-0.49","7","16","36.95","17.63"
"20","Jordan Binnington","STL","7","416.51666666667","237","222","15","0.937","2.16","7.40","20.18","56","47","9","0.839","1.30","0.49","64","61","3","0.953","0.43","4.24","105","102","3","0.971","0.43","1.47","15","38","36.08","26.33"
"64","Spencer Knight","FLA","4","221.38333333333","123","115","8","0.935","2.17","3.62","11.45","32","30","2","0.938","0.54","3.42","30","27","3","0.900","0.81","0.39","55","52","3","0.945","0.81","-0.66","6","20","35.91","34.38"
"11","Martin Jones","SEA","5","304.8","135","126","9","0.933","1.77","3.76","14","28","23","5","0.821","0.98","-0.25","44","40","4","0.909","0.79","0.98","55","55","0","1.000","0.00","2.34","18","21","38.62","13.22"
"23","Matt Murray","TOR","3","179.7","104","97","7","0.933","2.34","2.83","9.56","28","24","4","0.857","1.34","0.75","40","37","3","0.925","1.00","1.52","33","33","0","1.000","0.00","1.40","12","20","31.89","15.29"
"26","Connor Hellebuyck","WPG","4","237","119","111","8","0.933","2.03","3.25","9.52","30","25","5","0.833","1.27","0.09","27","26","1","0.963","0.25","2.05","47","45","2","0.957","0.51","0.00","8","8","41.82","24.38"
"40","Kaapo Kahkonen","S.J","2","118.18333333333","70","65","5","0.929","2.54","1.62","6.46","15","15","0","1.000","0.00","2.54","25","22","3","0.880","1.52","-0.17","27","25","2","0.926","1.02","-0.85","0","9","35.07","25.80"
"36","Vitek Vanecek","N.J","5","291.25","139","129","10","0.928","2.06","3.14","12.72","30","26","4","0.867","0.82","1.09","36","34","2","0.944","0.41","2.07","60","56","4","0.933","0.82","-1.45","3","18","39.19","24.70"
"43","Dan Vladar","CGY","1","59.2","27","25","2","0.926","2.03","0.55","2.77","9","8","1","0.889","1.01","0.53","2","2","0","1.000","0.00","0.23","15","14","1","0.933","1.01","-0.36","1","3","38.33","30.00"
"46","Karel Vejmelka","ARI","4","238.06666666667","122","113","9","0.926","2.27","2.53","11.82","32","28","4","0.875","1.01","1.42","32","28","4","0.875","1.01","-0.38","49","48","1","0.980","0.25","1.09","4","12","38.89","26.33"
"52","Filip Gustavsson","MIN","4","245.48333333333","121","112","9","0.926","2.20","2.43","11.03","32","30","2","0.938","0.49","3.42","32","27","5","0.844","1.22","-1.38","47","45","2","0.957","0.49","0.00","13","15","35.21","29.44"
"8","Semyon Varlamov","NYI","3","176.78333333333","112","103","9","0.920","3.05","1.58","12.89","39","34","5","0.872","1.70","1.61","24","21","3","0.875","1.02","-0.29","42","41","1","0.976","0.34","0.79","8","19","33.90","17.11"
"19","Anton Forsberg","OTT","4","180.4","112","103","9","0.920","2.99","1.58","12.36","37","32","5","0.865","1.66","1.27","36","34","2","0.944","0.67","2.07","31","29","2","0.935","0.67","-0.68","13","27","34.13","20.89"
"41","Igor Shesterkin","NYR","5","300.28333333333","133","122","11","0.917","2.20","1.57","12.08","35","30","5","0.857","1.00","0.93","32","27","5","0.844","1.00","-1.38","58","57","1","0.983","0.20","1.47","10","18","36.98","23.55"
"49","Casey DeSmith","PIT","4","239.35","119","109","10","0.916","2.51","1.25","11.8","32","26","6","0.813","1.50","-0.58","28","27","1","0.964","0.25","2.17","52","49","3","0.942","0.75","-0.79","6","15","36.43","18.10"
"38","Ilya Sorokin","NYI","5","304.53333333333","165","151","14","0.915","2.76","1.59","15.96","54","43","11","0.796","2.17","-1.85","41","40","1","0.976","0.20","3.64","61","59","2","0.967","0.39","0.60","7","34","34.13","18.64"
"65","Pyotr Kochetkov","CAR","4","240.21666666667","93","85","8","0.914","2.00","0.79","10.68","38","34","4","0.895","1.00","2.44","20","16","4","0.800","1.00","-1.74","33","33","0","1.000","0.00","1.40","5","14","29.74","18.13"
"30","Juuse Saros","NSH","6","324.01666666667","173","157","16","0.908","2.96","0.35","17.62","40","34","6","0.850","1.11","0.78","65","58","7","0.892","1.30","0.35","57","54","3","0.947","0.56","-0.57","14","32","35.76","24.38"
"31","Tristan Jarry","PIT","3","180.45","97","88","9","0.907","2.99","0.17","7.73","25","21","4","0.840","1.33","0.24","22","19","3","0.864","1.00","-0.51","46","44","2","0.957","0.67","-0.04","6","7","36.88","25.22"
"55","Jake Oettinger","DAL","6","329.35","179","162","17","0.905","3.10","-0.08","18.58","64","53","11","0.828","2.00","-0.15","45","39","6","0.867","1.09","-0.91","63","63","0","1.000","0.00","2.68","16","25","31.01","16.00"
"29","Cal Petersen","L.A","3","182.21666666667","73","66","7","0.904","2.30","-0.10","6.19","20","18","2","0.900","0.66","1.39","21","18","3","0.857","0.99","-0.63","28","26","2","0.929","0.66","-0.81","4","9","32.89","27.00"
"48","Connor Ingram","ARI","2","125","72","65","7","0.903","3.36","-0.20","7.38","25","19","6","0.760","2.88","-1.76","22","22","0","1.000","0.00","2.49","22","21","1","0.955","0.48","-0.06","4","6","30.93","18.14"
"17","Petr Mrazek","CHI","3","184.96666666667","110","99","11","0.900","3.57","-0.60","10.2","28","26","2","0.929","0.65","2.75","35","29","6","0.829","1.95","-2.04","45","42","3","0.933","0.97","-1.09","8","19","34.20","28.27"
"21","John Gibson","ANA","5","279.86666666667","159","143","16","0.899","3.43","-0.97","16.19","64","57","7","0.891","1.50","3.85","52","43","9","0.827","1.93","-3.12","36","36","0","1.000","0.00","1.53","6","28","28.92","19.19"
"24","Joonas Korpisalo","CBJ","5","271.61666666667","179","161","18","0.899","3.98","-1.08","16.73","50","41","9","0.820","1.99","-0.52","50","43","7","0.860","1.55","-1.35","71","69","2","0.972","0.44","1.02","11","29","33.84","20.28"
"59","Logan Thompson","VGK","5","297.9","148","133","15","0.899","3.02","-1.01","11.81","27","21","6","0.778","1.21","-1.42","40","35","5","0.875","1.01","-0.48","75","71","4","0.947","0.81","-0.81","14","18","37.73","21.87"
"6","Jonathan Quick","L.A","4","243.01666666667","108","97","11","0.898","2.72","-0.79","9.95","35","27","8","0.771","1.98","-2.07","26","23","3","0.885","0.74","-0.06","40","40","0","1.000","0.00","1.70","5","18","35.28","14.18"
"7","James Reimer","S.J","5","301.38333333333","147","132","15","0.898","2.99","-1.11","13.53","30","24","6","0.800","1.19","-0.91","50","44","6","0.880","1.19","-0.35","56","53","3","0.946","0.60","-0.62","9","19","36.98","23.00"
"42","Felix Sandstrom","PHI","2","120","59","53","6","0.898","3.00","-0.42","6.7","15","11","4","0.733","2.00","-1.46","16","15","1","0.938","0.50","0.81","25","24","1","0.960","0.50","0.06","2","11","35.80","19.67"
