"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"45","Sam Montembeault","MTL","1","60","45","43","2","0.956","2.00","2.23","3.83","15","14","1","0.933","1.00","1.74","14","14","0","1.000","0.00","1.37","15","14","1","0.933","1.00","-0.41","3","7","31.56","21.50"
"36","Vitek Vanecek","N.J","4","200","71","67","4","0.944","1.20","2.68","5.72","15","12","3","0.800","0.90","-0.26","14","13","1","0.929","0.30","0.37","34","34","0","1.000","0.00","1.35","4","10","41.46","20.75"
"54","Carter Hart","PHI","5","308.21666666667","195","184","11","0.944","2.14","7.33","20.07","58","56","2","0.966","0.39","8.61","67","61","6","0.910","1.17","0.53","63","60","3","0.952","0.58","-0.50","15","37","33.29","24.64"
"57","Stuart Skinner","EDM","3","178.01666666667","103","97","6","0.942","2.02","3.68","9.58","25","21","4","0.840","1.35","0.57","31","29","2","0.935","0.67","1.02","39","39","0","1.000","0.00","1.55","7","11","37.25","21.00"
"47","Adin Hill","VGK","3","184.43333333333","83","78","5","0.940","1.63","2.80","6.24","16","13","3","0.813","0.98","-0.07","25","23","2","0.920","0.65","0.44","37","37","0","1.000","0.00","1.47","9","9","40.84","18.80"
"13","Darcy Kuemper","WSH","5","299.65","164","154","10","0.939","2.00","5.42","15.84","49","43","6","0.878","1.20","2.96","30","26","4","0.867","0.80","-1.07","77","77","0","1.000","0.00","3.05","7","22","35.30","14.40"
"58","Jake Oettinger","DAL","4","205.25","99","93","6","0.939","1.75","3.31","9.27","26","24","2","0.923","0.58","2.75","26","26","0","1.000","0.00","2.54","45","41","4","0.911","1.17","-2.22","6","12","34.60","28.00"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.91","2.94","12","10","2","0.833","2.00","0.19","6","6","0","1.000","0.00","0.59","13","13","0","1.000","0.00","0.52","3","5","28.45","12.50"
"61","Logan Thompson","VGK","5","297.08333333333","138","129","9","0.935","1.82","3.97","12.4","33","27","6","0.818","1.21","0.03","42","40","2","0.952","0.40","2.10","53","52","1","0.981","0.20","1.10","9","22","38.94","21.67"
"38","Ilya Sorokin","NYI","5","294.3","166","155","11","0.934","2.24","4.61","17.02","54","46","8","0.852","1.63","1.87","46","44","2","0.957","0.41","2.49","60","59","1","0.983","0.20","1.38","15","31","33.42","20.00"
"63","Pavel Francouz","COL","2","117.86666666667","61","57","4","0.934","2.04","1.74","5.08","17","13","4","0.765","2.04","-0.89","12","12","0","1.000","0.00","1.17","29","29","0","1.000","0.00","1.15","6","5","35.70","12.00"
"26","Connor Hellebuyck","WPG","5","304","177","165","12","0.932","2.37","4.64","18.07","54","45","9","0.833","1.78","0.87","51","49","2","0.961","0.39","2.97","68","67","1","0.985","0.20","1.70","10","34","32.27","15.33"
"27","Linus Ullmark","BOS","6","317.41666666667","159","148","11","0.931","2.08","3.95","13.74","40","32","8","0.800","1.51","-0.69","45","43","2","0.956","0.38","2.39","55","54","1","0.982","0.19","1.18","6","21","40.14","19.00"
"41","Igor Shesterkin","NYR","5","308.16666666667","143","133","10","0.930","1.95","3.44","13.16","38","33","5","0.868","0.97","1.95","42","37","5","0.881","0.97","-0.90","60","60","0","1.000","0.00","2.38","8","20","32.66","17.10"
"1","Craig Anderson","BUF","2","120.48333333333","56","52","4","0.929","1.99","1.27","6.23","17","14","3","0.824","1.49","0.11","19","18","1","0.947","0.50","0.85","15","15","0","1.000","0.00","0.59","1","13","35.21","9.75"
"39","Ville Husso","DET","3","179.63333333333","97","90","7","0.928","2.34","2.12","9.3","26","24","2","0.923","0.67","2.75","24","20","4","0.833","1.34","-1.66","41","40","1","0.976","0.33","0.63","6","19","35.60","21.14"
"33","Spencer Martin","VAN","2","123.35","68","63","5","0.926","2.43","1.39","6.29","16","13","3","0.813","1.46","-0.07","16","15","1","0.938","0.49","0.56","34","33","1","0.971","0.49","0.35","1","8","34.62","9.40"
