"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"61","Jeremy Swayman","BOS","2","73.85","33","32","1","0.970","0.81","2.09","4.03","11","11","0","1.000","0.00","1.96","9","8","1","0.889","0.81","-0.06","11","11","0","1.000","0.00","0.40","2","8","33.76","38.00"
"65","Kevin Lankinen","NSH","1","60","30","29","1","0.967","1.00","1.80","2.73","8","7","1","0.875","1.00","0.42","6","6","0","1.000","0.00","0.63","14","14","0","1.000","0.00","0.51","2","6","38.10","13.00"
"64","Pavel Francouz","COL","1","58.45","23","22","1","0.957","1.03","1.15","2.02","7","6","1","0.857","1.03","0.25","4","4","0","1.000","0.00","0.42","11","11","0","1.000","0.00","0.40","4","1","34.00","17.00"
"26","Connor Hellebuyck","WPG","5","305.33333333333","169","161","8","0.953","1.57","7.80","17.29","50","43","7","0.860","1.38","1.89","49","48","1","0.980","0.20","4.14","65","65","0","1.000","0.00","2.38","9","30","32.90","11.50"
"14","Cam Talbot","OTT","2","85.95","41","39","2","0.951","1.40","1.83","3.92","13","11","2","0.846","1.40","0.31","10","10","0","1.000","0.00","1.05","11","11","0","1.000","0.00","0.40","4","7","46.71","23.50"
"38","Ilya Sorokin","NYI","6","312.25","180","171","9","0.950","1.73","7.83","16.94","52","47","5","0.904","0.96","4.25","44","42","2","0.955","0.38","2.62","75","73","2","0.973","0.38","0.75","8","28","35.22","26.33"
"39","Ville Husso","DET","4","239.41666666667","122","115","7","0.943","1.75","4.41","11.19","30","29","1","0.967","0.25","4.34","38","33","5","0.868","1.25","-1.01","46","45","1","0.978","0.25","0.68","3","24","36.30","24.00"
"55","Carter Hart","PHI","4","248.15","159","150","9","0.943","2.18","5.86","16.95","45","42","3","0.933","0.73","5.00","54","50","4","0.926","0.97","1.67","54","52","2","0.963","0.48","-0.02","8","34","33.64","21.78"
"62","Logan Thompson","VGK","4","241.31666666667","119","112","7","0.941","1.74","4.13","10.8","31","27","4","0.871","0.99","1.51","27","25","2","0.926","0.50","0.83","50","50","0","1.000","0.00","1.83","5","16","37.92","28.00"
"13","Darcy Kuemper","WSH","5","298.61666666667","147","138","9","0.939","1.81","4.74","15.51","46","39","7","0.848","1.41","1.18","20","18","2","0.900","0.40","0.10","77","77","0","1.000","0.00","2.82","7","17","35.09","12.11"
"45","Sam Montembeault","MTL","2","121.75","81","76","5","0.938","2.46","2.57","7.67","25","23","2","0.920","0.99","2.45","27","25","2","0.926","0.99","0.83","25","24","1","0.960","0.49","-0.08","5","13","31.95","20.40"
"59","Jake Oettinger","DAL","3","145.25","65","61","4","0.938","1.65","2.08","6.73","16","15","1","0.938","0.41","1.85","20","20","0","1.000","0.00","2.10","28","25","3","0.893","1.24","-1.97","3","9","32.88","25.50"
"63","Alexandar Georgiev","COL","4","242.58333333333","160","150","10","0.938","2.47","4.96","16.13","49","43","6","0.878","1.48","2.72","34","32","2","0.941","0.49","1.57","72","70","2","0.972","0.49","0.64","6","30","32.66","20.10"
"12","Martin Jones","SEA","5","297.88333333333","126","118","8","0.937","1.61","3.78","12.76","37","32","5","0.865","1.01","1.58","36","34","2","0.944","0.40","1.78","43","42","1","0.977","0.20","0.57","5","21","35.51","20.25"
"21","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.90","2.94","12","10","2","0.833","2.00","0.13","6","6","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.48","3","5","28.45","12.50"
"27","Linus Ullmark","BOS","6","347.11666666667","170","159","11","0.935","1.90","4.89","14.76","49","41","8","0.837","1.38","0.72","43","41","2","0.953","0.35","2.51","61","60","1","0.984","0.17","1.23","7","17","37.47","16.27"
"36","Vitek Vanecek","N.J","6","293.55","120","112","8","0.933","1.64","3.22","11.15","34","28","6","0.824","1.23","0.05","25","23","2","0.920","0.41","0.62","49","49","0","1.000","0.00","1.79","9","18","38.33","18.25"
"41","Igor Shesterkin","NYR","5","307.03333333333","152","141","11","0.928","2.15","3.21","14.76","40","34","6","0.850","1.17","1.12","44","40","4","0.909","0.78","0.62","65","64","1","0.985","0.20","1.38","4","20","32.63","20.27"
"48","Karel Vejmelka","ARI","4","229.01666666667","139","129","10","0.928","2.62","2.99","13.35","37","30","7","0.811","1.83","-0.42","36","34","2","0.944","0.52","1.78","61","60","1","0.984","0.26","1.23","5","23","34.02","19.10"
"67","Arvid Soderblom","CHI","4","216.61666666667","132","122","10","0.924","2.77","2.34","11.95","36","31","5","0.861","1.38","1.40","34","31","3","0.912","0.83","0.57","53","51","2","0.962","0.55","-0.06","8","27","38.01","21.00"
"54","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.22","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.69","5","5","0","1.000","0.00","0.18","1","0","28.00","28.00"
"58","Stuart Skinner","EDM","4","237.26666666667","154","142","12","0.922","3.03","2.40","14.26","37","33","4","0.892","1.01","2.58","53","46","7","0.868","1.77","-1.44","55","54","1","0.982","0.25","1.01","10","22","34.63","22.92"
"2","Marc-Andre Fleury","MIN","5","304.51666666667","140","129","11","0.921","2.17","2.09","11.68","31","25","6","0.806","1.18","-0.49","34","31","3","0.912","0.59","0.57","69","67","2","0.971","0.39","0.53","9","17","36.05","20.00"
"56","Filip Gustavsson","MIN","1","57.9","25","23","2","0.920","2.07","0.34","1.83","6","5","1","0.833","1.04","0.07","8","7","1","0.875","1.04","-0.16","11","11","0","1.000","0.00","0.40","2","1","29.76","15.00"
"47","Adin Hill","VGK","3","184.56666666667","86","79","7","0.919","2.28","1.04","6.82","21","19","2","0.905","0.65","1.74","25","20","5","0.800","1.63","-2.38","33","33","0","1.000","0.00","1.21","9","11","41.17","19.71"
"49","Erik Kallgren","TOR","4","202.1","107","98","9","0.916","2.67","1.00","10.44","32","26","6","0.813","1.78","-0.31","27","24","3","0.889","0.89","-0.17","42","42","0","1.000","0.00","1.54","7","20","34.55","11.00"
"5","Thomas Greiss","STL","3","146.5","94","86","8","0.915","3.28","0.79","8.6","22","16","6","0.727","2.46","-2.09","31","31","0","1.000","0.00","3.25","35","33","2","0.943","0.82","-0.72","5","12","37.05","14.75"
"30","Juuse Saros","NSH","4","241.36666666667","150","137","13","0.913","3.23","1.02","14.46","51","44","7","0.863","1.74","2.07","47","43","4","0.915","0.99","0.93","47","45","2","0.957","0.50","-0.28","7","19","30.62","21.92"
"25","Anthony Stolarz","ANA","3","148.75","101","92","9","0.911","3.63","0.44","10.24","35","33","2","0.943","0.81","4.23","30","27","3","0.900","1.21","0.15","33","29","4","0.879","1.61","-2.79","11","23","28.93","33.22"
"33","Spencer Martin","VAN","2","120","66","60","6","0.909","3.00","0.17","5.22","14","11","3","0.786","1.50","-0.51","16","14","2","0.875","1.00","-0.32","31","30","1","0.968","0.50","0.13","1","5","36.56","17.33"
"3","Jaroslav Halak","NYR","2","122.48333333333","65","59","6","0.908","2.94","0.08","6.09","16","12","4","0.750","1.96","-1.15","17","15","2","0.882","0.98","-0.22","30","30","0","1.000","0.00","1.10","3","6","36.34","14.17"
"57","David Rittich","WPG","1","60.533333333333","21","19","2","0.905","1.98","-0.04","1.58","5","4","1","0.800","0.99","-0.11","5","4","1","0.800","0.99","-0.48","10","10","0","1.000","0.00","0.37","0","0","35.90","23.50"
"10","Jacob Markstrom","CGY","5","303.21666666667","157","142","15","0.904","2.97","-0.32","16.2","40","31","9","0.775","1.78","-1.88","56","52","4","0.929","0.79","1.88","51","49","2","0.961","0.40","-0.13","13","29","34.63","21.13"
