"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"56","Stuart Skinner","EDM","4","226.75","134","128","6","0.955","1.59","7.01","13.22","32","28","4","0.875","1.06","1.88","42","40","2","0.952","0.53","2.19","51","51","0","1.000","0.00","2.33","8","16","36.25","21.00"
"57","Jake Oettinger","DAL","6","325.25","154","146","8","0.948","1.48","6.95","15.22","41","38","3","0.927","0.55","4.54","36","35","1","0.972","0.18","2.59","73","69","4","0.945","0.74","-0.66","8","16","34.53","27.00"
"27","Linus Ullmark","BOS","6","328.5","166","157","9","0.946","1.64","7.12","12.62","33","27","6","0.818","1.10","0.07","54","52","2","0.963","0.37","3.39","60","59","1","0.983","0.18","1.74","7","25","42.63","22.11"
"60","Logan Thompson","VGK","4","235.65","117","110","7","0.940","1.78","4.36","11.08","29","24","5","0.828","1.27","0.33","37","36","1","0.973","0.25","2.69","45","44","1","0.978","0.25","1.06","8","22","38.15","19.71"
"53","Carter Hart","PHI","5","304.1","189","177","12","0.937","2.37","6.35","18.85","56","55","1","0.982","0.20","9.30","55","48","7","0.873","1.38","-1.51","72","68","4","0.944","0.79","-0.71","12","40","33.62","28.33"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","1.01","2.94","12","10","2","0.833","2.00","0.21","6","6","0","1.000","0.00","0.60","13","13","0","1.000","0.00","0.59","3","5","28.45","12.50"
"47","Adin Hill","VGK","3","179.86666666667","92","86","6","0.935","2.00","2.93","6.7","18","14","4","0.778","1.33","-0.69","30","28","2","0.933","0.67","1.00","38","38","0","1.000","0.00","1.74","9","9","38.97","19.00"
"38","Ilya Sorokin","NYI","5","294.16666666667","167","156","11","0.934","2.24","5.22","18.56","55","48","7","0.873","1.43","3.11","48","45","3","0.938","0.61","1.79","58","57","1","0.983","0.20","1.65","18","38","33.60","20.64"
"62","Pavel Francouz","COL","2","117.86666666667","61","57","4","0.934","2.04","1.92","5.08","17","13","4","0.765","2.04","-0.87","12","12","0","1.000","0.00","1.20","29","29","0","1.000","0.00","1.32","6","5","35.70","12.00"
"45","Sam Montembeault","MTL","3","181.1","102","95","7","0.931","2.32","2.90","10.31","31","26","5","0.839","1.66","0.70","30","30","0","1.000","0.00","3.00","38","36","2","0.947","0.66","-0.26","5","20","31.58","18.71"
"1","Craig Anderson","BUF","2","120.48333333333","56","52","4","0.929","1.99","1.44","6.23","17","14","3","0.824","1.49","0.13","19","18","1","0.947","0.50","0.90","15","15","0","1.000","0.00","0.69","1","13","35.21","9.75"
"13","Darcy Kuemper","WSH","6","354.68333333333","181","168","13","0.928","2.20","4.58","16.37","44","37","7","0.841","1.18","1.09","42","37","5","0.881","0.85","-0.81","85","84","1","0.988","0.17","2.88","12","27","36.25","16.92"
"52","Charlie Lindgren","WSH","1","60","41","38","3","0.927","3.00","0.98","4.73","11","8","3","0.727","3.00","-0.98","12","12","0","1.000","0.00","1.20","17","17","0","1.000","0.00","0.78","4","3","29.39","7.00"
"33","Spencer Martin","VAN","2","123.35","68","63","5","0.926","2.43","1.60","6.29","16","13","3","0.813","1.46","-0.06","16","15","1","0.938","0.49","0.60","34","33","1","0.971","0.49","0.55","1","8","34.62","9.40"
"61","Alexandar Georgiev","COL","5","303.03333333333","191","176","15","0.921","2.97","3.55","17.88","56","49","7","0.875","1.39","3.30","44","39","5","0.886","0.99","-0.61","80","77","3","0.963","0.59","0.66","7","31","35.10","20.73"
"46","Ilya Samsonov","TOR","5","297.41666666667","149","137","12","0.919","2.42","2.47","16.08","53","46","7","0.868","1.41","2.74","39","35","4","0.897","0.81","-0.11","53","52","1","0.981","0.20","1.42","13","33","31.76","18.17"
"31","Tristan Jarry","PIT","5","298.01666666667","183","167","16","0.913","3.22","1.77","15.66","51","39","12","0.765","2.42","-2.62","49","48","1","0.980","0.20","3.89","75","72","3","0.960","0.60","0.43","16","20","35.16","19.69"
"51","Casey DeSmith","PIT","3","181.65","104","95","9","0.913","2.97","1.10","9.98","26","20","6","0.769","1.98","-1.22","37","37","0","1.000","0.00","3.69","35","32","3","0.914","0.99","-1.40","5","16","33.39","20.33"
"26","Connor Hellebuyck","WPG","5","299.41666666667","158","144","14","0.911","2.81","1.34","14.97","42","34","8","0.810","1.60","-0.28","48","45","3","0.938","0.60","1.79","63","60","3","0.952","0.60","-0.12","9","26","34.71","22.71"
"65","Arvid Soderblom","CHI","1","60.4","45","41","4","0.911","3.97","0.37","4.63","16","14","2","0.875","1.99","0.94","11","10","1","0.909","0.99","0.10","16","15","1","0.938","0.99","-0.27","0","15","31.73","20.75"
"8","James Reimer","S.J","5","294.66666666667","155","141","14","0.910","2.85","1.05","14.99","42","37","5","0.881","1.02","2.72","46","39","7","0.848","1.43","-2.41","60","58","2","0.967","0.41","0.74","9","29","33.61","21.36"
"39","Ville Husso","DET","4","239.76666666667","133","121","12","0.910","3.00","0.91","13.03","34","30","4","0.882","1.00","2.25","37","30","7","0.811","1.75","-3.31","54","53","1","0.981","0.25","1.47","12","23","34.55","19.67"
"20","Anton Forsberg","OTT","6","354.96666666667","208","189","19","0.909","3.21","1.20","19.7","49","40","9","0.816","1.52","0.01","58","54","4","0.931","0.68","1.79","85","79","6","0.929","1.01","-2.12","9","34","36.34","24.37"
"32","Eric Comrie","BUF","5","298.95","186","169","17","0.909","3.41","1.06","17.93","59","49","10","0.831","2.01","0.85","51","47","4","0.922","0.80","1.09","66","63","3","0.955","0.60","0.02","8","29","36.08","23.35"
"10","Jacob Markstrom","CGY","5","263.16666666667","119","108","11","0.908","2.51","0.55","12.97","33","27","6","0.818","1.37","0.07","49","45","4","0.918","0.91","0.89","27","26","1","0.963","0.23","0.23","10","26","35.40","20.09"
"9","Semyon Varlamov","NYI","3","178.48333333333","97","88","9","0.907","3.03","0.42","8.92","34","28","6","0.824","2.02","0.25","25","23","2","0.920","0.67","0.50","32","31","1","0.969","0.34","0.46","8","13","36.12","18.00"
"30","Juuse Saros","NSH","5","295.83333333333","150","136","14","0.907","2.84","0.56","15.54","41","33","8","0.805","1.62","-0.46","55","50","5","0.909","1.01","0.49","49","48","1","0.980","0.20","1.24","6","20","31.25","18.00"
"41","Igor Shesterkin","NYR","4","244.05","126","114","12","0.905","2.95","0.23","11.66","37","32","5","0.865","1.23","1.80","37","31","6","0.838","1.48","-2.31","48","47","1","0.979","0.25","1.19","9","22","33.27","19.25"
"5","Thomas Greiss","STL","2","117.03333333333","83","75","8","0.904","4.10","0.06","7.57","19","13","6","0.684","3.08","-2.51","29","29","0","1.000","0.00","2.90","29","27","2","0.931","1.03","-0.68","3","11","38.40","14.75"
"21","Jordan Binnington","STL","5","299.73333333333","134","121","13","0.903","2.60","0.01","13.06","33","27","6","0.818","1.20","0.07","48","43","5","0.896","1.00","-0.21","50","48","2","0.960","0.40","0.28","5","22","32.73","20.31"
"24","Andrei Vasilevskiy","T.B","4","237.95","122","110","12","0.902","3.03","-0.15","11.23","33","27","6","0.818","1.51","0.07","44","39","5","0.886","1.26","-0.61","39","38","1","0.974","0.25","0.78","12","23","32.90","20.83"
"28","Antti Raanta","CAR","2","128.31666666667","61","55","6","0.902","2.81","-0.08","5.41","15","12","3","0.800","1.40","-0.24","16","14","2","0.875","0.94","-0.40","23","22","1","0.957","0.47","0.05","2","6","41.02","17.67"
"63","Kevin Lankinen","NSH","1","57.983333333333","41","37","4","0.902","4.14","-0.02","4.25","9","8","1","0.889","1.03","0.65","12","11","1","0.917","1.03","0.20","17","15","2","0.882","2.07","-1.22","4","9","39.05","29.00"
"4","Brian Elliott","T.B","3","178.86666666667","100","90","10","0.900","3.35","-0.29","10.21","24","21","3","0.875","1.01","1.41","30","25","5","0.833","1.68","-2.00","44","42","2","0.955","0.67","0.01","7","15","31.56","19.00"
"43","Felix Sandstrom","PHI","2","114.6","60","54","6","0.900","3.14","-0.17","5.3","16","15","1","0.938","0.52","1.94","22","20","2","0.909","1.05","0.20","19","16","3","0.842","1.57","-2.13","15","6","33.90","28.00"
"2","Marc-Andre Fleury","MIN","5","266.26666666667","139","125","14","0.899","3.15","-0.50","15.2","45","38","7","0.844","1.58","1.27","37","32","5","0.865","1.13","-1.31","55","53","2","0.964","0.45","0.51","10","26","31.47","24.00"
"64","Spencer Knight","FLA","3","179.71666666667","79","71","8","0.899","2.67","-0.33","6.94","19","15","4","0.789","1.34","-0.51","21","19","2","0.905","0.67","0.10","31","29","2","0.935","0.67","-0.58","3","8","38.25","22.88"
