"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"66","Kevin Lankinen","NSH","1","60","40","39","1","0.975","1.00","2.76","4.87","10","9","1","0.900","1.00","0.74","21","21","0","1.000","0.00","2.12","7","7","0","1.000","0.00","0.28","2","8","30.38","10.00"
"61","Jeremy Swayman","BOS","4","182.36666666667","84","81","3","0.964","0.99","4.90","6.77","17","16","1","0.941","0.33","1.97","20","19","1","0.950","0.33","1.02","42","41","1","0.976","0.33","0.66","3","9","38.42","27.67"
"3","Jaroslav Halak","NYR","1","60","25","24","1","0.960","1.00","1.35","3.08","9","9","0","1.000","0.00","1.57","4","3","1","0.750","1.00","-0.60","10","10","0","1.000","0.00","0.39","2","6","36.40","36.00"
"32","Tristan Jarry","PIT","2","121.7","70","67","3","0.957","1.48","3.58","7.29","16","16","0","1.000","0.00","2.79","19","19","0","1.000","0.00","1.92","28","25","3","0.893","1.48","-1.90","3","18","37.21","29.00"
"4","Brian Elliott","T.B","1","60","39","37","2","0.949","2.00","1.67","3.76","14","12","2","0.857","2.00","0.44","10","10","0","1.000","0.00","1.01","15","15","0","1.000","0.00","0.59","1","5","28.21","11.00"
"20","Frederik Andersen","CAR","4","239.7","120","113","7","0.942","1.75","4.28","12.14","40","35","5","0.875","1.25","1.98","28","26","2","0.929","0.50","0.82","39","39","0","1.000","0.00","1.54","4","21","38.34","14.29"
"57","Jake Oettinger","DAL","6","364.81666666667","171","161","10","0.942","1.64","6.07","16.08","43","38","5","0.884","0.82","2.50","51","49","2","0.961","0.33","3.14","70","67","3","0.957","0.49","-0.24","15","22","34.55","23.40"
"65","Pavel Francouz","COL","4","242.78333333333","115","108","7","0.939","1.73","3.81","10.34","29","26","3","0.897","0.74","2.06","30","28","2","0.933","0.49","1.03","48","46","2","0.958","0.49","-0.11","5","15","37.23","24.14"
"30","Linus Ullmark","BOS","4","234.25","94","88","6","0.936","1.54","2.84","10.31","26","24","2","0.923","0.51","2.54","36","33","3","0.917","0.77","0.63","30","29","1","0.967","0.26","0.18","9","17","30.71","24.67"
"63","Alexandar Georgiev","COL","4","238.66666666667","141","132","9","0.936","2.26","4.25","13.26","41","35","6","0.854","1.51","1.15","32","31","1","0.969","0.25","2.23","54","52","2","0.963","0.50","0.13","3","17","35.60","17.22"
"18","Philipp Grubauer","SEA","3","184.65","91","85","6","0.934","1.95","2.55","9.22","24","20","4","0.833","1.30","0.19","20","19","1","0.950","0.32","1.02","46","45","1","0.978","0.32","0.81","6","19","32.66","18.00"
"46","Ilya Samsonov","TOR","5","280.71666666667","135","126","9","0.933","1.92","3.69","16.11","44","41","3","0.932","0.64","4.68","35","30","5","0.857","1.07","-1.47","52","51","1","0.981","0.21","1.05","4","34","32.27","23.00"
"56","Stuart Skinner","EDM","1","60","29","27","2","0.931","2.00","0.73","2.29","7","7","0","1.000","0.00","1.22","9","8","1","0.889","1.00","-0.09","10","9","1","0.900","1.00","-0.61","0","3","39.21","35.50"
"45","Sam Montembeault","MTL","7","399.06666666667","244","227","17","0.930","2.56","5.94","28.65","78","67","11","0.859","1.65","2.61","70","66","4","0.943","0.60","3.06","92","90","2","0.978","0.30","1.63","12","69","29.90","19.06"
"60","Daniil Tarasov","CBJ","1","59.15","28","26","2","0.929","2.03","0.63","3.58","12","12","0","1.000","0.00","2.09","6","4","2","0.667","2.03","-1.39","10","10","0","1.000","0.00","0.39","1","5","26.82","22.50"
"41","Igor Shesterkin","NYR","5","298.23333333333","150","139","11","0.927","2.21","3.10","13.72","41","37","4","0.902","0.80","3.15","42","37","5","0.881","1.01","-0.76","62","60","2","0.968","0.40","0.44","13","18","32.86","22.18"
"36","Vitek Vanecek","N.J","5","309.53333333333","149","138","11","0.926","2.13","3.01","16.8","36","29","7","0.806","1.36","-0.72","48","47","1","0.979","0.19","3.84","60","57","3","0.950","0.58","-0.63","16","31","33.36","20.09"
"55","David Rittich","WPG","2","119.53333333333","54","50","4","0.926","2.01","1.08","3.87","15","13","2","0.867","1.00","0.62","17","16","1","0.941","0.50","0.71","22","21","1","0.955","0.50","-0.13","2","2","32.89","18.75"
"47","Adin Hill","VGK","2","117.88333333333","65","60","5","0.923","2.54","1.11","5.73","16","14","2","0.875","1.02","0.79","18","15","3","0.833","1.53","-1.18","28","28","0","1.000","0.00","1.10","4","11","35.40","18.20"
"16","Jack Campbell","EDM","5","299.81666666667","141","130","11","0.922","2.20","2.25","12.56","35","30","5","0.857","1.00","1.11","37","35","2","0.946","0.40","1.73","64","60","4","0.938","0.80","-1.48","12","13","33.58","22.09"
"42","Mackenzie Blackwood","N.J","2","119.93333333333","77","71","6","0.922","3.00","1.24","7.48","24","21","3","0.875","1.50","1.19","16","15","1","0.938","0.50","0.61","31","29","2","0.935","1.00","-0.78","5","13","37.64","19.67"
"5","Thomas Greiss","STL","2","92.816666666667","50","46","4","0.920","2.59","0.70","4.23","11","9","2","0.818","1.29","-0.08","15","13","2","0.867","1.29","-0.49","21","21","0","1.000","0.00","0.83","3","7","33.12","20.25"
"31","Juuse Saros","NSH","6","356.21666666667","207","190","17","0.918","2.86","2.46","18.92","55","44","11","0.800","1.85","-1.40","82","77","5","0.939","0.84","3.27","58","57","1","0.983","0.17","1.29","14","20","31.99","17.65"
"28","Anthony Stolarz","ANA","4","159.73333333333","108","99","9","0.917","3.38","1.15","9.99","31","27","4","0.871","1.50","1.41","28","25","3","0.893","1.13","-0.18","44","42","2","0.955","0.75","-0.27","5","16","32.39","20.00"
"11","Dustin Tokarski","PIT","2","112.18333333333","59","54","5","0.915","2.67","0.55","5.34","18","15","3","0.833","1.60","0.14","13","11","2","0.846","1.07","-0.69","26","26","0","1.000","0.00","1.03","4","10","33.39","13.20"
"54","Filip Gustavsson","MIN","3","178.51666666667","82","75","7","0.915","2.35","0.71","9.16","28","24","4","0.857","1.34","0.89","22","20","2","0.909","0.67","0.22","27","26","1","0.963","0.34","0.06","9","15","34.44","23.71"
"17","Scott Wedgewood","DAL","2","117.93333333333","70","64","6","0.914","3.05","0.58","6.35","20","18","2","0.900","1.02","1.49","18","16","2","0.889","1.02","-0.18","31","29","2","0.935","1.02","-0.78","4","11","34.47","29.83"
"2","Marc-Andre Fleury","MIN","4","240.01666666667","138","126","12","0.913","3.00","0.97","14.31","44","37","7","0.841","1.75","0.68","34","32","2","0.941","0.50","1.43","55","52","3","0.945","0.75","-0.83","14","22","32.83","23.83"
"19","Petr Mrazek","CHI","6","310.06666666667","183","167","16","0.913","3.10","1.20","20.05","60","48","12","0.800","2.32","-1.53","47","45","2","0.957","0.39","2.74","75","73","2","0.973","0.39","0.96","9","38","29.78","15.31"
"48","Karel Vejmelka","ARI","5","294.76666666667","172","157","15","0.913","3.05","1.17","17.17","57","45","12","0.789","2.44","-2.05","54","52","2","0.963","0.41","3.45","56","55","1","0.982","0.20","1.21","13","27","31.00","15.53"
