"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"98","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.10","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"89","Ivan Prosvetov","ARI","3","179.5","105","100","5","0.952","1.67","5.07","11.25","26","24","2","0.923","0.67","2.65","30","27","3","0.900","1.00","0.21","47","47","0","1.000","0.00","1.83","8","22","34.99","19.40"
"24","Keith Kinkaid","BOS, COL","2","87.85","40","38","2","0.950","1.37","1.84","4.17","12","10","2","0.833","1.37","0.15","10","10","0","1.000","0.00","1.07","16","16","0","1.000","0.00","0.62","1","7","36.30","10.00"
"87","Joel Hofer","STL","4","241.9","125","118","7","0.944","1.74","4.99","10.91","28","24","4","0.857","0.99","1.01","32","30","2","0.938","0.50","1.43","59","58","1","0.983","0.25","1.30","7","13","36.42","23.57"
"78","Dylan Ferguson","OTT","2","118.86666666667","83","78","5","0.940","2.52","2.96","8.02","24","22","2","0.917","1.01","2.29","30","27","3","0.900","1.51","0.21","26","26","0","1.000","0.00","1.01","12","15","34.04","18.20"
"66","Joseph Woll","TOR","3","176.51666666667","96","90","6","0.938","2.04","3.21","8.99","26","21","5","0.808","1.70","-0.35","33","32","1","0.970","0.34","2.53","32","32","0","1.000","0.00","1.25","4","13","30.95","14.50"
"35","Linus Ullmark","BOS","44","2588.8833333333","1320","1237","83","0.937","1.92","43.59","116.63","362","313","49","0.865","1.14","15.72","349","332","17","0.951","0.39","20.37","510","493","17","0.967","0.39","2.91","128","200","37.32","20.46"
"69","Filip Gustavsson","MIN","34","2003.5333333333","990","923","67","0.932","2.01","27.95","88.27","243","208","35","0.856","1.05","8.44","289","265","24","0.917","0.72","6.95","406","398","8","0.980","0.24","7.85","88","135","35.67","19.67"
"25","Laurent Brossoit","VGK","4","253.13333333333","140","130","10","0.929","2.37","3.43","12.41","49","43","6","0.878","1.42","2.76","51","47","4","0.922","0.95","1.46","37","37","0","1.000","0.00","1.44","8","15","29.91","15.50"
"77","Jiri Patera","VGK","2","120","70","65","5","0.929","2.50","1.71","7.87","22","18","4","0.818","2.00","-0.07","20","20","0","1.000","0.00","2.14","23","22","1","0.957","0.50","-0.10","4","13","31.69","11.20"
"49","Ilya Sorokin","NYI","54","3134.6666666667","1626","1500","126","0.923","2.41","29.94","164.96","506","427","79","0.844","1.51","11.46","412","380","32","0.922","0.61","12.12","632","617","15","0.976","0.29","9.67","107","327","33.97","19.98"
"67","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.25","1.62","4","4","0","1.000","0.00","0.72","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"79","Jeremy Swayman","BOS","31","1695.9","783","721","62","0.921","2.19","13.09","75.42","218","191","27","0.876","0.96","11.97","220","194","26","0.882","0.92","-2.44","297","288","9","0.970","0.32","2.59","54","111","35.55","22.61"
"81","Alexandar Georgiev","COL","53","3152.9833333333","1643","1510","133","0.919","2.53","24.57","148.38","466","396","70","0.850","1.33","13.31","368","329","39","0.894","0.74","0.40","716","692","24","0.966","0.46","3.95","91","241","35.89","20.53"
"85","Pavel Francouz","COL","15","900.28333333333","470","432","38","0.919","2.53","7.07","40.63","125","99","26","0.792","1.73","-3.65","125","119","6","0.952","0.40","7.38","193","187","6","0.969","0.40","1.53","24","65","35.93","19.87"
"34","Connor Hellebuyck","WPG","57","3359.2333333333","1759","1614","145","0.918","2.59","23.70","168.55","480","395","85","0.823","1.52","0.81","516","477","39","0.924","0.70","16.25","663","642","21","0.968","0.38","4.88","110","241","35.62","19.54"
"90","Akira Schmid","N.J","17","857.98333333333","388","356","32","0.918","2.24","5.21","37.09","97","79","18","0.814","1.26","-0.66","110","99","11","0.900","0.77","0.78","162","159","3","0.981","0.21","3.32","19","57","35.98","17.13"
