"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"25","Aaron Dell","S.J","1","22.933333333333","8","8","0","1.000","0.00","0.77","0.84","3","3","0","1.000","0.00","0.52","2","2","0","1.000","0.00","0.23","3","3","0","1.000","0.00","0.13","1","3","26.88","-"
"36","Mackenzie Blackwood","N.J","1","59.766666666667","34","33","1","0.971","1.00","2.29","3.59","7","7","0","1.000","0.00","1.21","11","11","0","1.000","0.00","1.26","13","12","1","0.923","1.00","-0.44","3","5","41.38","56.00"
"26","Antti Raanta","CAR","1","60","30","29","1","0.967","1.00","1.90","2.35","8","8","0","1.000","0.00","1.38","8","8","0","1.000","0.00","0.91","12","11","1","0.917","1.00","-0.49","1","0","33.67","41.00"
"10","Darcy Kuemper","WSH","1","60","28","27","1","0.964","1.00","1.71","3.22","8","7","1","0.875","1.00","0.38","14","14","0","1.000","0.00","1.60","6","6","0","1.000","0.00","0.26","3","3","25.39","9.00"
"50","Jake Oettinger","DAL","2","125","73","70","3","0.959","1.44","4.07","5.86","14","12","2","0.857","0.96","0.42","19","18","1","0.947","0.48","1.17","33","33","0","1.000","0.00","1.42","2","9","41.68","15.33"
"53","Logan Thompson","VGK","1","41.316666666667","24","23","1","0.958","1.45","1.32","2.3","6","5","1","0.833","1.45","0.04","7","7","0","1.000","0.00","0.80","11","11","0","1.000","0.00","0.47","3","7","34.71","5.00"
"11","Sergei Bobrovsky","FLA","4","242.46666666667","144","137","7","0.951","1.73","6.94","15.35","55","51","4","0.927","0.99","5.51","33","31","2","0.939","0.49","1.77","52","51","1","0.981","0.25","1.23","15","25","31.44","22.57"
"23","Connor Hellebuyck","WPG","2","120","58","55","3","0.948","1.50","2.62","5.49","13","10","3","0.769","1.50","-0.75","20","20","0","1.000","0.00","2.28","22","22","0","1.000","0.00","0.94","2","10","35.53","10.00"
"56","Pavel Francouz","COL","1","63.45","38","36","2","0.947","1.89","1.68","3.52","9","7","2","0.778","1.89","-0.44","14","14","0","1.000","0.00","1.60","11","11","0","1.000","0.00","0.47","3","5","39.58","14.50"
"47","Carter Hart","PHI","3","183.6","90","85","5","0.944","1.63","3.71","7.77","28","26","2","0.929","0.65","2.84","23","21","2","0.913","0.65","0.62","35","34","1","0.971","0.33","0.50","4","13","35.07","20.20"
"48","Filip Gustavsson","MIN","4","207.11666666667","107","101","6","0.944","1.74","4.36","9.52","27","22","5","0.815","1.45","-0.33","30","29","1","0.967","0.29","2.42","47","47","0","1.000","0.00","2.02","11","9","33.77","14.33"
"24","Linus Ullmark","BOS","1","60","35","33","2","0.943","2.00","1.39","2.97","11","10","1","0.909","1.00","0.90","8","7","1","0.875","1.00","-0.09","13","13","0","1.000","0.00","0.56","2","5","39.00","19.00"
"33","Ville Husso","DET","4","237.66666666667","126","118","8","0.937","2.02","4.20","10.89","32","27","5","0.844","1.26","0.53","29","27","2","0.931","0.50","1.31","57","56","1","0.982","0.25","1.44","6","13","36.24","20.38"
"41","Adin Hill","VGK","3","138.68333333333","46","43","3","0.935","1.30","1.45","4.06","5","3","2","0.600","0.87","-1.14","15","15","0","1.000","0.00","1.71","19","18","1","0.947","0.43","-0.19","0","6","41.98","11.33"
"13","Scott Wedgewood","DAL","1","59.716666666667","30","28","2","0.933","2.01","0.90","2.74","8","6","2","0.750","2.01","-0.62","8","8","0","1.000","0.00","0.91","12","12","0","1.000","0.00","0.51","4","1","37.80","8.00"
"34","Kaapo Kahkonen","S.J","3","158.33333333333","90","84","6","0.933","2.27","2.71","8.77","24","20","4","0.833","1.52","0.15","26","24","2","0.923","0.76","0.97","36","36","0","1.000","0.00","1.54","6","12","35.92","16.67"
"22","Anthony Stolarz","ANA","1","62.25","29","27","2","0.931","1.93","0.81","2.57","7","5","2","0.714","1.93","-0.79","7","7","0","1.000","0.00","0.80","15","15","0","1.000","0.00","0.64","3","2","30.17","12.50"
"20","Andrei Vasilevskiy","T.B","3","179.85","108","100","8","0.926","2.67","2.46","11.28","33","28","5","0.848","1.67","0.71","28","26","2","0.929","0.67","1.20","44","43","1","0.977","0.33","0.89","3","20","32.93","14.63"
"58","Mads Sogaard","OTT","2","66.483333333333","40","37","3","0.925","2.71","0.87","3.05","13","11","2","0.846","1.80","0.25","6","6","0","1.000","0.00","0.68","18","17","1","0.944","0.90","-0.23","3","5","37.33","22.00"
"44","Casey DeSmith","PIT","3","145.56666666667","88","81","7","0.920","2.89","1.52","7.56","28","25","3","0.893","1.24","1.84","21","18","3","0.857","1.24","-0.60","33","32","1","0.970","0.41","0.42","5","10","35.20","22.71"
"12","Jack Campbell","EDM","2","119.48333333333","61","56","5","0.918","2.51","0.91","5.5","13","11","2","0.846","1.00","0.25","16","13","3","0.813","1.51","-1.17","28","28","0","1.000","0.00","1.20","3","5","36.85","23.40"
