"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Ilya Samsonov","TOR","2","119.28333333333","53","52","1","0.981","0.50","4.09","4.37","11","10","1","0.909","0.50","0.96","16","16","0","1.000","0.00","1.77","21","21","0","1.000","0.00","0.78","8","5","43.74","9.00"
"64","Kevin Lankinen","NSH","1","60","49","48","1","0.980","1.00","3.70","4.02","14","14","0","1.000","0.00","2.49","12","11","1","0.917","1.00","0.33","22","22","0","1.000","0.00","0.82","4","9","35.47","34.00"
"26","Linus Ullmark","BOS","3","179.6","79","77","2","0.975","0.67","5.58","6.38","20","18","2","0.900","0.67","1.56","19","19","0","1.000","0.00","2.11","35","35","0","1.000","0.00","1.31","7","10","39.48","12.00"
"48","Casey DeSmith","PIT","1","59.733333333333","38","37","1","0.974","1.00","2.65","3.51","11","10","1","0.909","1.00","0.96","11","11","0","1.000","0.00","1.22","11","11","0","1.000","0.00","0.41","3","6","40.71","8.00"
"45","Adin Hill","VGK","2","123.35","53","51","2","0.962","0.97","3.09","6.07","14","13","1","0.929","0.49","1.49","16","16","0","1.000","0.00","1.77","18","17","1","0.944","0.49","-0.33","1","11","31.15","10.00"
"17","Petr Mrazek","CHI","1","40","22","21","1","0.955","1.50","1.11","2.74","8","8","0","1.000","0.00","1.42","7","7","0","1.000","0.00","0.78","5","4","1","0.800","1.50","-0.81","3","4","34.05","43.00"
"15","Scott Wedgewood","DAL","2","84.433333333333","39","37","2","0.949","1.42","1.74","3.59","11","9","2","0.818","1.42","-0.04","8","8","0","1.000","0.00","0.89","18","18","0","1.000","0.00","0.67","0","4","32.18","16.50"
"25","Connor Hellebuyck","WPG","5","297.91666666667","177","167","10","0.944","2.01","6.99","15.36","50","43","7","0.860","1.41","1.90","47","44","3","0.936","0.60","2.21","66","66","0","1.000","0.00","2.46","12","18","35.51","17.30"
"56","Daniil Tarasov","CBJ","1","65","36","34","2","0.944","1.85","1.46","3.45","7","6","1","0.857","0.92","0.25","13","12","1","0.923","0.92","0.44","13","13","0","1.000","0.00","0.49","1","4","40.92","25.50"
"51","Filip Gustavsson","MIN","2","125","68","64","4","0.941","1.92","2.53","6.73","21","18","3","0.857","1.44","0.74","17","17","0","1.000","0.00","1.88","27","26","1","0.963","0.48","0.01","3","15","33.99","18.25"
"8","Jacob Markstrom","CGY","3","178.63333333333","83","78","5","0.940","1.68","2.97","10.61","29","27","2","0.931","0.67","3.16","24","21","3","0.875","1.01","-0.34","29","29","0","1.000","0.00","1.08","4","9","28.10","22.40"
"49","Charlie Lindgren","WSH","5","262.16666666667","126","118","8","0.937","1.83","4.10","10.49","28","25","3","0.893","0.69","1.99","29","26","3","0.897","0.69","0.21","63","61","2","0.968","0.46","0.35","11","10","37.93","29.25"
"31","Tristan Jarry","PIT","6","362.5","201","188","13","0.935","2.15","6.30","15.96","50","43","7","0.860","1.16","1.90","51","47","4","0.922","0.66","1.65","82","80","2","0.976","0.33","1.06","4","24","40.17","18.92"
"21","Andrei Vasilevskiy","T.B","5","297.13333333333","135","126","9","0.933","1.82","3.96","13.18","43","38","5","0.884","1.01","2.66","35","32","3","0.914","0.61","0.88","49","48","1","0.980","0.20","0.83","10","21","33.19","19.44"
"22","Matt Murray","TOR","4","241.26666666667","147","137","10","0.932","2.49","4.11","14.48","45","42","3","0.933","0.75","5.01","38","35","3","0.921","0.75","1.21","57","53","4","0.930","0.99","-1.87","7","27","33.01","28.70"
"11","Darcy Kuemper","WSH","3","155.91666666667","83","77","6","0.928","2.31","1.97","6.79","14","10","4","0.714","1.54","-1.51","31","30","1","0.968","0.38","2.43","37","36","1","0.973","0.38","0.38","8","9","34.55","13.83"
"18","Anton Forsberg","OTT","3","149.66666666667","83","77","6","0.928","2.41","1.97","8.72","26","23","3","0.885","1.20","1.63","23","22","1","0.957","0.40","1.55","32","30","2","0.938","0.80","-0.81","7","12","30.78","24.83"
"33","Pheonix Copley","L.A","2","119.95","55","51","4","0.927","2.00","1.28","5.6","11","10","1","0.909","0.50","0.96","17","16","1","0.941","0.50","0.88","25","23","2","0.920","1.00","-1.07","3","12","36.20","33.25"
"66","Spencer Knight","FLA","4","202.08333333333","124","115","9","0.927","2.67","2.90","11.14","29","23","6","0.793","1.78","-0.84","35","32","3","0.914","0.89","0.88","55","55","0","1.000","0.00","2.05","1","14","35.86","16.44"
"67","Pyotr Kochetkov","CAR","5","264.11666666667","122","113","9","0.926","2.04","2.71","10.41","39","33","6","0.846","1.36","0.94","26","24","2","0.923","0.45","0.88","42","41","1","0.976","0.23","0.57","11","22","37.20","17.00"
"9","Jake Allen","MTL","6","360.78333333333","193","178","15","0.922","2.49","3.53","20.3","59","50","9","0.847","1.50","1.50","48","43","5","0.896","0.83","0.32","74","73","1","0.986","0.17","1.76","11","24","35.31","20.33"
"62","Lukas Dostal","ANA","1","60","38","35","3","0.921","3.00","0.65","3.66","13","11","2","0.846","2.00","0.31","8","8","0","1.000","0.00","0.89","15","14","1","0.933","1.00","-0.44","2","5","37.53","12.67"
"7","Semyon Varlamov","NYI","2","119.55","50","46","4","0.920","2.01","0.80","5.26","11","11","0","1.000","0.00","1.96","20","17","3","0.850","1.51","-0.78","17","16","1","0.941","0.50","-0.37","9","9","35.46","28.00"
"41","Igor Shesterkin","NYR","6","369.05","200","184","16","0.920","2.60","3.20","18.07","59","48","11","0.814","1.79","-0.50","56","53","3","0.946","0.49","3.20","70","68","2","0.971","0.33","0.61","29","17","33.44","18.69"
"53","Stuart Skinner","EDM","7","416.25","228","209","19","0.917","2.74","2.89","24.73","76","63","13","0.829","1.87","0.53","54","51","3","0.944","0.43","2.98","85","82","3","0.965","0.43","0.17","7","38","32.48","18.47"
"65","Akira Schmid","N.J","2","88.3","48","44","4","0.917","2.72","0.61","5.31","10","9","1","0.900","0.68","0.78","12","10","2","0.833","1.36","-0.67","23","22","1","0.957","0.68","-0.14","1","10","40.52","26.00"
"23","Joonas Korpisalo","CBJ","4","165.18333333333","94","86","8","0.915","2.91","1.02","9.44","27","24","3","0.889","1.09","1.81","20","19","1","0.950","0.36","1.22","42","38","4","0.905","1.45","-2.43","4","15","32.69","17.00"
"30","Juuse Saros","NSH","5","303.85","153","140","13","0.915","2.57","1.69","13.76","44","36","8","0.818","1.58","-0.17","40","35","5","0.875","0.99","-0.57","55","55","0","1.000","0.00","2.05","17","21","37.74","19.69"
"12","Cam Talbot","OTT","5","274.15","138","126","12","0.913","2.63","1.25","14.79","41","35","6","0.854","1.31","1.30","34","29","5","0.853","1.09","-1.23","54","53","1","0.981","0.22","1.01","13","32","34.46","19.00"
