"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"69","Akira Schmid","N.J","1","13.833333333333","7","7","0","1.000","0.00","0.66","0.96","1","1","0","1.000","0.00","0.18","5","5","0","1.000","0.00","0.52","1","1","0","1.000","0.00","0.04","0","0","25.14","-"
"62","Jake Oettinger","DAL","7","385.25","186","177","9","0.952","1.40","8.60","17.27","44","41","3","0.932","0.47","4.93","44","42","2","0.955","0.31","2.62","92","88","4","0.957","0.62","-0.46","8","19","35.37","26.56"
"58","Carter Hart","PHI","9","546.08333333333","323","304","19","0.941","2.09","11.57","33.97","93","89","4","0.957","0.44","12.77","96","87","9","0.906","0.99","1.08","120","114","6","0.950","0.66","-1.39","27","68","34.20","25.21"
"29","Connor Hellebuyck","WPG","10","605.61666666667","321","301","20","0.938","1.98","10.38","32.65","90","77","13","0.856","1.29","3.23","95","92","3","0.968","0.30","6.97","122","118","4","0.967","0.40","0.69","15","58","34.60","19.30"
"30","Linus Ullmark","BOS","12","675.53333333333","342","320","22","0.936","1.95","10.36","28.15","80","67","13","0.838","1.15","1.42","91","85","6","0.934","0.53","3.55","137","134","3","0.978","0.27","2.27","14","44","39.69","20.68"
"41","Ilya Sorokin","NYI","11","603.71666666667","326","305","21","0.936","2.09","9.85","34.39","106","93","13","0.877","1.29","6.11","86","80","6","0.930","0.60","3.03","121","119","2","0.983","0.20","2.65","25","66","32.93","20.67"
"23","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.93","2.94","12","10","2","0.833","2.00","0.16","6","6","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.50","3","5","28.45","12.50"
"48","Sam Montembeault","MTL","5","302.56666666667","171","159","12","0.930","2.38","4.18","16.89","49","42","7","0.857","1.39","1.83","52","50","2","0.962","0.40","3.46","64","61","3","0.953","0.59","-0.54","7","29","32.15","21.75"
"61","Stuart Skinner","EDM","6","344.06666666667","208","193","15","0.928","2.62","4.68","20.34","51","45","6","0.882","1.05","3.19","73","65","8","0.890","1.40","-0.34","72","71","1","0.986","0.17","1.77","15","28","34.75","23.47"
"1","Craig Anderson","BUF","4","239.9","124","115","9","0.927","2.25","2.73","11.24","30","26","4","0.867","1.00","1.41","37","33","4","0.892","1.00","-0.12","49","48","1","0.980","0.25","0.88","5","16","38.81","16.11"
"50","Adin Hill","VGK","5","304.43333333333","147","136","11","0.925","2.17","2.91","10.61","30","25","5","0.833","0.99","0.41","47","41","6","0.872","1.18","-1.07","60","60","0","1.000","0.00","2.31","12","15","40.13","19.64"
"65","Logan Thompson","VGK","10","596.16666666667","307","284","23","0.925","2.31","6.05","27.99","81","67","14","0.827","1.41","0.60","73","68","5","0.932","0.50","2.66","134","131","3","0.978","0.30","2.15","21","45","37.16","21.87"
