"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"63","Kevin Lankinen","NSH","1","64.85","27","26","1","0.963","0.93","1.75","2.63","6","6","0","1.000","0.00","1.18","9","8","1","0.889","0.93","-0.03","12","12","0","1.000","0.00","0.47","6","4","30.56","32.00"
"65","Ivan Prosvetov","ARI","3","179.5","105","100","5","0.952","1.67","5.70","11.25","26","24","2","0.923","0.67","3.11","30","27","3","0.900","1.00","0.24","47","47","0","1.000","0.00","1.84","8","22","34.99","19.40"
"34","Pheonix Copley","L.A","3","185","82","78","4","0.951","1.30","4.35","7.8","11","10","1","0.909","0.32","1.16","25","22","3","0.880","0.97","-0.30","40","40","0","1.000","0.00","1.56","4","10","40.04","33.75"
"46","Adin Hill","VGK","1","58.033333333333","34","32","2","0.941","2.07","1.46","2.95","6","6","0","1.000","0.00","1.18","13","11","2","0.846","2.07","-0.60","14","14","0","1.000","0.00","0.55","0","5","31.91","22.50"
"64","Joel Hofer","STL","1","60","34","32","2","0.941","2.00","1.46","3.46","9","8","1","0.889","1.00","0.77","9","8","1","0.889","1.00","-0.03","16","16","0","1.000","0.00","0.62","4","5","31.50","19.50"
"45","Ilya Samsonov","TOR","3","183.58333333333","96","90","6","0.938","1.96","3.78","10.69","26","23","3","0.885","0.98","2.11","27","26","1","0.963","0.33","1.91","40","38","2","0.950","0.65","-0.44","10","15","31.81","18.67"
"19","Petr Mrazek","CHI","4","207.2","119","111","8","0.933","2.32","4.12","11.47","37","33","4","0.892","1.16","3.27","35","32","3","0.914","0.87","0.78","43","42","1","0.977","0.29","0.68","12","13","31.08","22.00"
"35","Thatcher Demko","VAN","6","362.95","173","161","12","0.931","1.98","5.62","15.79","42","35","7","0.833","1.16","1.25","42","38","4","0.905","0.66","0.53","74","73","1","0.986","0.17","1.89","13","23","38.59","19.25"
"7","Alex Stalock","CHI","5","266.83333333333","158","147","11","0.930","2.47","5.09","13.4","44","39","5","0.886","1.12","3.65","39","39","0","1.000","0.00","4.21","69","63","6","0.913","1.35","-3.31","7","23","33.53","28.00"
"42","Igor Shesterkin","NYR","6","365.51666666667","179","166","13","0.927","2.13","5.23","17.3","55","49","6","0.891","0.98","4.81","49","44","5","0.898","0.82","0.29","63","61","2","0.968","0.33","0.46","11","30","36.29","20.38"
"49","Casey DeSmith","PIT","5","231.7","110","102","8","0.927","2.07","3.20","10.86","28","25","3","0.893","0.78","2.50","31","28","3","0.903","0.78","0.34","47","45","2","0.957","0.52","-0.16","5","21","36.67","22.00"
"2","Marc-Andre Fleury","MIN","3","179.81666666667","121","112","9","0.926","3.00","3.33","11.08","46","41","5","0.891","1.67","4.04","28","26","2","0.929","0.67","1.02","39","37","2","0.949","0.67","-0.48","9","21","33.50","18.89"
"8","James Reimer","S.J","4","217.16666666667","117","108","9","0.923","2.49","2.92","12.15","29","22","7","0.759","1.93","-1.30","37","35","2","0.946","0.55","1.99","48","48","0","1.000","0.00","1.87","6","21","34.28","16.89"
"31","Juuse Saros","NSH","7","419.25","220","203","17","0.923","2.43","5.41","20.45","58","46","12","0.793","1.72","-0.60","73","70","3","0.959","0.43","4.88","83","81","2","0.976","0.29","1.24","14","33","32.83","13.29"
"52","Filip Gustavsson","MIN","4","247.56666666667","117","108","9","0.923","2.18","2.92","9.27","22","19","3","0.864","0.73","1.32","40","34","6","0.850","1.45","-1.68","47","47","0","1.000","0.00","1.84","7","9","37.68","22.11"
"27","Joonas Korpisalo","L.A","4","244.65","101","93","8","0.921","1.96","2.29","9.84","29","26","3","0.897","0.74","2.70","34","31","3","0.912","0.74","0.67","37","35","2","0.946","0.49","-0.56","4","17","30.48","25.88"
"47","Karel Vejmelka","ARI","2","124.15","76","70","6","0.921","2.90","1.74","6.68","25","22","3","0.880","1.45","1.91","16","14","2","0.875","0.97","-0.27","33","32","1","0.970","0.48","0.29","5","12","33.07","18.17"
"39","Ilya Sorokin","NYI","6","357.85","172","158","14","0.919","2.35","3.52","13.76","49","42","7","0.857","1.17","2.63","49","45","4","0.918","0.67","1.29","67","64","3","0.955","0.50","-0.38","16","25","33.51","25.21"
