"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"409","Connor McDavid","EDM","C","35","803.53333333333","30","36","21","15","66","84.62","137","21.90","16.74","207","179","146","56","6","12","16","8","8","0","0","18","44","32","28","48","17","207","209","49.76"
"345","Leon Draisaitl","EDM","C","35","781.3","21","35","29","6","56","65.88","113","18.58","13.19","191","158","117","43","3","19","16","8","8","0","0","14","50","30","19","51","23","343","307","52.77"
"536","Tage Thompson","BUF","C, R","32","604.46666666667","26","24","13","11","50","75.76","146","17.81","14.87","244","192","147","61","7","20","18","9","9","0","0","9","14","18","16","36","10","164","228","41.84"
"598","Jason Robertson","DAL","L","35","645.3","24","26","15","11","50","75.76","147","16.33","15.82","257","190","147","61","4","22","8","4","4","0","0","4","27","32","17","34","4","0","1","0.00"
"194","Nikita Kucherov","T.B","R","32","673.38333333333","13","36","22","14","49","81.67","113","11.50","12.36","220","160","123","40","18","18","22","11","11","0","0","19","46","24","29","46","13","0","0","-"
"361","David Pastrnak","BOS","R","33","655.76666666667","24","23","16","7","47","78.33","168","14.29","17.03","307","223","146","49","10","26","18","8","8","0","0","15","49","22","33","59","9","5","6","45.45"
"72","Erik Karlsson","S.J","D","35","879.01666666667","13","33","21","12","46","64.79","101","12.87","6.13","230","135","98","14","23","17","10","5","5","0","0","9","50","27","15","47","35","0","0","-"
"17","Sidney Crosby","PIT","C","33","657.2","19","24","14","10","43","78.18","97","19.59","12.75","178","134","115","51","8","18","16","8","8","0","0","6","23","29","36","39","16","377","339","52.65"
"469","Kirill Kaprizov","MIN","L","33","688.58333333333","19","24","18","6","43","79.63","133","14.29","15.29","241","178","148","53","5","20","17","7","6","1","0","18","17","21","26","52","14","0","3","0.00"
"417","Mikko Rantanen","COL","R","32","733.46666666667","23","19","14","5","42","67.74","122","18.85","13.37","202","165","102","40","5","18","24","12","12","0","0","12","13","23","42","48","17","90","125","41.86"
"10","Alex Ovechkin","WSH","L","36","741.11666666667","22","19","10","9","41","77.36","157","14.01","20.93","310","226","140","50","4","30","16","7","7","0","0","6","22","18","96","19","12","2","3","40.00"
"195","Ryan Nugent-Hopkins","EDM","C","35","692.11666666667","18","23","12","11","41","59.42","88","20.45","12.95","144","119","100","47","4","11","20","9","9","0","0","4","11","16","22","20","14","148","176","45.68"
"459","Artemi Panarin","NYR","L","35","707.86666666667","9","32","18","14","41","82.00","92","9.78","8.59","190","138","91","17","4","16","12","6","6","0","0","7","35","11","10","19","6","0","3","0.00"
"591","Elias Pettersson","VAN","C","31","613.18333333333","15","26","15","11","41","68.33","103","14.56","10.96","199","147","108","32","4","12","4","2","2","0","0","10","22","26","24","35","31","152","202","42.94"
"447","Mitchell Marner","TOR","R","34","727.13333333333","13","27","13","14","40","76.92","89","14.61","9.99","187","127","93","27","5","13","12","6","6","0","0","6","42","36","29","50","24","0","2","0.00"
"484","Matthew Tkachuk","FLA","L","32","654.6","15","25","13","12","40","70.18","115","13.04","16.69","211","157","139","72","9","24","57","19","16","1","2","17","27","16","22","31","11","8","12","40.00"
"325","Josh Morrissey","WPG","D","34","797.01666666667","6","33","19","14","39","59.09","54","11.11","4.21","133","93","40","10","2","7","23","10","9","1","0","11","32","14","37","32","46","0","0","-"
"348","William Nylander","TOR","R","34","626.58333333333","20","19","11","8","39","68.42","119","16.81","15.63","205","166","136","63","10","16","10","5","5","0","0","8","16","29","10","49","9","14","18","43.75"
"487","Auston Matthews","TOR","C","34","690.71666666667","17","22","16","6","39","60.00","151","11.26","17.85","262","213","181","73","4","24","10","5","5","0","0","16","33","34","51","54","36","243","230","51.37"
"737","Jack Hughes","N.J","C","34","671.9","18","21","12","9","39","72.22","141","12.77","15.47","228","176","138","46","20","16","2","1","1","0","0","14","35","22","4","47","8","47","98","32.41"
"66","Steven Stamkos","T.B","C","32","619.75","16","22","14","8","38","64.41","109","14.68","14.64","197","151","127","49","22","23","16","8","8","0","0","6","24","14","38","31","25","192","175","52.32"
"199","Mika Zibanejad","NYR","C","35","728.9","15","23","17","6","38","67.86","133","11.28","15.43","217","185","114","42","7","13","8","4","4","0","0","14","27","22","29","31","12","262","306","46.13"
"405","Kyle Connor","WPG","L","34","692.95","15","23","15","8","38","71.70","118","12.71","14.16","212","159","145","57","4","19","2","1","1","0","0","2","13","15","22","27","15","0","0","-"
"431","Roope Hintz","DAL","C","34","590.8","16","22","14","8","38","62.30","84","19.05","12.42","145","115","111","57","6","11","12","6","6","0","0","6","18","10","23","42","28","116","111","51.10"
"130","Mats Zuccarello","MIN","R","33","672.56666666667","15","22","14","8","37","75.51","96","15.63","8.8","165","126","85","31","3","15","14","7","7","0","0","9","18","17","19","27","19","7","13","35.00"
"530","Pierre-Luc Dubois","WPG","L","34","618.86666666667","15","22","13","9","37","77.08","87","17.24","12.61","165","134","121","55","6","11","28","14","14","0","0","21","19","16","33","47","25","217","225","49.10"
"659","Brady Tkachuk","OTT","L","33","611.7","13","24","16","8","37","69.81","143","9.09","21.93","229","194","167","104","9","28","45","18","15","3","0","14","20","14","81","44","5","145","140","50.88"
"675","Rasmus Dahlin","BUF","D","31","811.68333333333","10","27","15","12","37","49.33","97","10.31","8.61","165","122","62","15","3","6","40","20","20","0","0","5","24","23","46","53","56","0","0","-"
"150","Jeff Skinner","BUF","L","29","493.21666666667","16","20","13","7","36","66.67","93","17.20","12.4","161","122","110","61","6","20","15","6","5","1","0","11","19","15","15","30","6","56","60","48.28"
"151","Zach Hyman","EDM","L","34","705.4","15","21","12","9","36","53.73","134","11.19","21.82","198","170","172","109","3","20","12","6","6","0","0","12","12","18","40","67","9","4","2","66.67"
"242","Chandler Stephenson","VGK","C","36","714.26666666667","9","27","15","12","36","66.67","59","15.25","8.9","92","80","73","44","4","12","14","3","2","0","1","11","12","25","43","64","24","312","195","61.54"
"322","Bo Horvat","VAN","C","33","692.46666666667","24","11","7","4","35","64.81","104","23.08","13.82","156","134","121","56","3","8","8","4","4","0","0","9","8","20","23","24","20","451","335","57.38"
"351","Kevin Fiala","L.A","L","37","649.58333333333","10","25","16","9","35","77.78","108","9.26","12.57","179","137","112","50","13","15","26","13","13","0","0","12","19","14","26","56","14","7","5","58.33"
"356","Alex Tuch","BUF","R","32","599.21666666667","15","20","13","7","35","60.34","91","16.48","11.94","152","129","82","37","8","8","6","3","3","0","0","6","15","25","22","21","18","11","12","47.83"
"491","Adam Fox","NYR","D","35","873.71666666667","7","28","11","17","35","56.45","70","10.00","5.34","152","97","73","17","2","8","12","6","6","0","0","8","37","31","15","44","48","0","0","-"
"141","Brock Nelson","NYI","C","35","651.31666666667","15","19","11","8","34","64.15","100","15.00","11.56","177","131","112","39","10","14","16","8","8","0","0","8","17","26","29","24","23","233","248","48.44"
"174","Johnny Gaudreau","CBJ","L","33","657.15","10","24","15","9","34","82.93","93","10.75","12.35","165","130","98","35","6","14","10","5","5","0","0","10","19","20","3","13","6","0","0","-"
"314","Nathan MacKinnon","COL","C","23","503.5","8","26","15","11","34","69.39","120","6.67","10.95","195","158","109","37","8","11","20","10","10","0","0","16","10","15","20","24","14","196","223","46.78"
"414","Timo Meier","S.J","R","35","699.86666666667","18","16","10","6","34","64.15","162","11.11","16.44","291","225","173","71","19","27","12","6","6","0","0","18","26","28","78","47","12","16","23","41.03"
"8","Joe Pavelski","DAL","C","35","603.63333333333","11","22","10","12","33","50.77","85","12.94","12.16","147","120","114","72","4","17","4","2","2","0","0","13","21","15","35","30","27","171","154","52.62"
"11","Evgeni Malkin","PIT","C","33","595.61666666667","11","22","13","9","33","75.00","99","11.11","11.14","164","127","108","41","7","10","20","10","10","0","0","10","46","40","18","48","9","190","168","53.07"
"288","Jake Guentzel","PIT","L","29","571.53333333333","15","18","15","3","33","71.74","89","16.85","14.77","156","124","121","63","3","14","20","9","9","0","0","10","18","12","35","54","5","4","5","44.44"
