"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"425","Connor McDavid","EDM","C","55","1250.0333333333","42","57","39","18","99","81.15","236","17.80","28.54","342","290","244","110","11","25","22","11","11","0","0","28","58","52","58","82","31","333","324","50.68"
"357","Leon Draisaitl","EDM","C","53","1167.1166666667","31","49","41","8","80","68.38","164","18.90","20.46","273","226","165","66","3","27","22","11","11","0","0","18","61","45","35","96","30","517","447","53.63"
"201","Nikita Kucherov","T.B","R","54","1107.6166666667","21","57","33","24","78","78.79","180","11.67","20.24","362","265","212","78","42","31","30","15","15","0","0","28","65","40","42","73","23","0","0","-"
"502","Matthew Tkachuk","FLA","L","55","1122.9166666667","27","48","25","23","75","70.75","214","12.62","31.07","370","283","251","139","13","48","74","26","22","2","2","31","45","24","38","43","24","9","14","39.13"
"374","David Pastrnak","BOS","R","54","1066.35","39","35","22","13","74","76.29","261","14.94","25.21","470","341","232","73","16","39","32","15","15","0","0","20","78","35","60","87","20","5","8","38.46"
"75","Erik Karlsson","S.J","D","56","1424.3166666667","18","55","32","23","73","65.18","144","12.50","9.18","346","198","143","22","39","30","10","5","5","0","0","11","69","52","25","72","62","0","1","0.00"
"621","Jason Robertson","DAL","L","55","1037.4","34","37","23","14","71","76.34","216","15.74","23.25","392","285","217","82","6","40","14","7","7","0","0","4","43","44","35","53","10","0","1","0.00"
"555","Tage Thompson","BUF","C, R","53","1002.3833333333","36","34","18","16","70","73.68","207","17.39","21.01","376","283","214","85","12","27","24","12","12","0","0","15","22","29","26","59","20","251","356","41.35"
"772","Jack Hughes","N.J","C","50","1008.3333333333","35","32","19","13","67","76.14","229","15.28","25.89","369","281","229","83","34","24","4","2","2","0","0","20","50","42","11","75","13","75","151","33.19"
"202","Ryan Nugent-Hopkins","EDM","C","55","1089.9333333333","26","40","15","25","66","60.55","134","19.40","18.82","221","177","155","68","5","15","26","12","12","0","0","6","17","35","34","51","22","254","307","45.28"
"614","Elias Pettersson","VAN","C","53","1060.2333333333","25","41","27","14","66","70.97","174","14.37","19.33","333","252","188","71","6","22","6","3","3","0","0","21","35","35","48","56","61","284","355","44.44"
"17","Sidney Crosby","PIT","C","53","1064.95","24","41","23","18","65","77.38","149","16.11","20.27","274","209","172","89","17","31","46","15","13","0","2","12","40","41","53","54","27","618","553","52.78"
"464","Mitchell Marner","TOR","R","55","1170.1333333333","19","46","23","23","65","73.86","134","14.18","13.32","282","185","136","40","8","24","18","9","9","0","0","8","62","68","47","80","31","0","4","0.00"
"156","Zach Hyman","EDM","L","54","1114.0166666667","27","37","19","18","64","56.14","210","12.86","33.82","318","272","275","173","7","31","27","12","11","1","0","20","20","26","52","116","16","5","3","62.50"
"360","William Nylander","TOR","R","55","1022.5333333333","30","34","22","12","64","68.82","199","15.08","23.91","342","271","222","98","17","24","16","8","8","0","0","12","24","53","14","70","15","19","32","37.25"
"486","Kirill Kaprizov","MIN","L","54","1133.2666666667","31","33","24","9","64","76.19","201","15.42","25.37","390","285","234","87","7","29","29","13","12","1","0","26","40","38","50","84","20","1","3","25.00"
"434","Mikko Rantanen","COL","R","53","1208.2666666667","34","29","24","5","63","68.48","203","16.75","21.28","346","274","177","63","10","26","46","19","18","0","1","20","23","36","57","87","30","138","167","45.25"
"325","Nathan MacKinnon","COL","C","42","947.51666666667","18","44","28","16","62","74.70","221","8.14","19.39","382","289","202","62","12","21","20","10","10","0","0","20","28","28","30","42","23","343","409","45.61"
"421","Kyle Connor","WPG","L","55","1130.1666666667","25","37","25","12","62","71.26","193","12.95","22.29","344","266","233","93","7","28","12","6","6","0","0","7","25","23","33","46","17","2","5","28.57"
"476","Artemi Panarin","NYR","L","54","1084.25","18","44","27","17","62","79.49","142","12.68","13.99","299","218","152","32","9","20","24","12","12","0","0","11","59","20","19","29","9","1","7","12.50"
"387","Brayden Point","T.B","C","54","1068.7666666667","32","28","13","15","60","63.83","166","19.28","23.82","260","221","231","136","29","23","7","2","1","1","0","13","28","40","20","75","21","277","277","50.00"
"69","Steven Stamkos","T.B","C","54","1054.5166666667","24","34","20","14","58","62.37","187","12.83","24.31","333","256","216","84","33","33","28","14","14","0","0","11","37","21","62","62","35","363","282","56.28"
"206","Mika Zibanejad","NYR","C","54","1116.5666666667","29","29","20","9","58","71.60","190","15.26","22.83","331","278","171","60","9","20","10","5","5","0","0","16","44","36","44","49","26","432","473","47.73"
"333","Bo Horvat","NYI, VAN","C","54","1125.7166666667","34","24","14","10","58","65.91","160","21.25","21.27","240","206","181","93","3","15","12","6","6","0","0","16","20","28","41","39","35","675","536","55.74"
"703","Rasmus Dahlin","BUF","D","52","1351.6333333333","14","44","26","18","58","50.88","152","9.21","11.93","268","192","106","26","5","13","68","30","29","0","1","15","43","28","70","88","89","0","0","-"
"368","Alex Tuch","BUF","R","53","1010.1166666667","25","32","22","10","57","64.04","154","16.23","17.94","249","213","137","60","11","17","16","8","8","0","0","11","22","39","35","38","31","22","24","47.83"
"336","Josh Morrissey","WPG","D","55","1307.9833333333","11","45","26","19","56","57.73","112","9.82","7.96","258","177","89","21","3","12","27","12","11","1","0","14","43","21","67","47","80","0","0","-"
"686","Brady Tkachuk","OTT","L","53","981.75","22","34","21","13","56","66.67","223","9.87","33.66","354","303","258","157","13","41","75","26","20","5","1","23","37","17","154","63","7","238","267","47.13"
"99","John Tavares","TOR","C","55","969.65","24","31","19","12","55","72.37","196","12.24","29.08","315","272","244","146","6","37","26","13","13","0","0","6","41","37","80","88","26","525","387","57.57"
"363","Kevin Fiala","L.A","L","55","969.1","18","37","26","11","55","78.57","168","10.71","19.52","284","213","182","83","21","21","42","21","21","0","0","18","29","15","40","81","16","7","6","53.85"
