"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"397","Connor McDavid","EDM","C","55","227.28333333333","16","32","20","12","48","82.76","73","21.92","10.7","113","90","83","28","1","6","2","1","1","0","0","3","19","4","4","16","1","11","7","61.11"
"336","Leon Draisaitl","EDM","C","53","220.73333333333","19","20","15","5","39","67.24","72","26.39","10.89","112","95","68","28","0","11","6","3","3","0","0","1","7","4","2","13","1","129","103","55.60"
"190","Ryan Nugent-Hopkins","EDM","C","55","224.8","9","26","8","18","35","60.34","41","21.95","5.78","69","53","50","18","0","5","2","1","1","0","0","1","3","0","4","6","2","6","10","37.50"
"189","Nikita Kucherov","T.B","R","54","223.16666666667","6","25","15","10","31","86.11","51","11.76","6.02","108","78","57","12","7","5","8","4","4","0","0","2","16","4","5","9","2","0","0","-"
"454","Kirill Kaprizov","MIN","L","54","213.31666666667","14","15","13","2","29","74.36","69","20.29","11.19","120","95","83","33","1","12","0","0","0","0","0","4","8","1","3","7","1","0","0","-"
"353","David Pastrnak","BOS","R","54","208.5","14","14","10","4","28","75.68","86","16.28","8.73","154","116","62","16","0","12","6","3","3","0","0","1","18","3","1","11","2","1","0","100.00"
"433","Mitchell Marner","TOR","R","55","205.78333333333","6","21","5","16","27","71.05","34","17.65","3.6","68","43","30","4","0","7","2","1","1","0","0","0","16","4","2","11","1","0","0","-"
"516","Tage Thompson","BUF","C, R","53","189.9","16","11","5","6","27","72.97","64","25.00","5.57","102","78","47","8","2","4","0","0","0","0","0","1","5","1","1","7","0","12","13","48.00"
"631","Quinn Hughes","VAN","D","51","204.9","2","24","10","14","26","81.25","33","6.06","2.24","74","45","19","3","0","4","4","2","2","0","0","0","6","4","0","5","2","0","0","-"
"647","Rasmus Dahlin","BUF","D","52","207.88333333333","5","21","13","8","26","68.42","37","13.51","3.12","68","47","20","3","2","3","6","3","3","0","0","1","6","0","4","5","1","0","0","-"
"93","John Tavares","TOR","C","55","197.95","10","15","10","5","25","67.57","70","14.29","13.58","101","92","88","63","1","19","4","2","2","0","0","0","8","0","3","10","0","126","87","59.15"
"468","Matthew Tkachuk","FLA","L","55","238.68333333333","10","15","6","9","25","73.53","68","14.71","13.65","107","92","83","61","3","19","0","0","0","0","0","0","10","1","0","10","0","1","7","12.50"
